"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"N6.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_56_F"
"N6.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"N6.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"N6.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"N6.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","F","3_38_F"
"N6.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"N7.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Distal)","12","M","3_9_M"
"N7.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"N7.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_9_M"
"N7.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_10_M"
"N7.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"N7.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","M","3_10_M"
"N7.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_8_M"
"N7.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"N7.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"N7.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_38_F"
"N7.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"N7.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"N7.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"N7.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"N8.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Distal)","12","M","3_9_M"
"N8.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"N8.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_9_M"
"N8.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"N8.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"N8.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_10_M"
"N8.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_8_M"
"N8.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"N8.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"N8.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_38_F"
"N8.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"N8.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_38_F"
"N8.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","enteroendocrine cell","CL:0000164","Chromaffin Cell","15","F","3_39_F"
"N9.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Distal)","12","M","3_9_M"
"N9.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Distal)","12","M","3_8_M"
"N9.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","M","3_9_M"
"N9.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"N9.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_11_M"
"N9.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","M","3_10_M"
"N9.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"N9.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"N9.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_39_F"
"N9.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_38_F"
"N9.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"O10.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_9_M"
"O10.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"O10.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"O10.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"O10.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"O10.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_10_M"
"O10.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"O10.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","F","3_56_F"
"O10.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_38_F"
"O10.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_39_F"
"O10.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_39_F"
"O10.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","Brush cell of epithelium proper of large intestine","CL:0002203","Tuft cell","14","F","3_38_F"
"O10.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"O11.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"O11.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"O11.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"O11.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"O11.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_10_M"
"O11.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"O11.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","F","3_56_F"
"O11.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"O11.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"O11.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"O11.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_38_F"
"O11.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","F","3_39_F"
"O12.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Distal)","12","M","3_9_M"
"O12.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_8_M"
"O12.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","M","3_11_M"
"O12.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_10_M"
"O12.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_8_M"
"O12.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"O12.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_56_F"
"O12.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_38_F"
"O12.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"O12.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"O12.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"O12.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"O13.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_8_M"
"O13.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_9_M"
"O13.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_10_M"
"O13.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"O13.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"O13.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_8_M"
"O13.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"O13.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"O13.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"O13.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"O13.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"O13.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_38_F"
"O13.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","F","3_39_F"
"O14.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_8_M"
"O14.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_9_M"
"O14.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_10_M"
"O14.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_10_M"
"O14.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"O14.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_38_F"
"O14.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"O14.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"O15.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"O15.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_8_M"
"O15.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_10_M"
"O15.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"O15.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_10_M"
"O15.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_8_M"
"O15.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"O15.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_38_F"
"O15.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"O15.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"O16.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_8_M"
"O16.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_9_M"
"O16.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"O16.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"O16.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_8_M"
"O16.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_56_F"
"O16.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"O16.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"O16.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_38_F"
"O17.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_8_M"
"O17.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_9_M"
"O17.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_10_M"
"O17.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_11_M"
"O17.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_10_M"
"O17.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_8_M"
"O17.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_56_F"
"O17.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"O17.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"O17.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"O17.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"O17.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_39_F"
"O18.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_9_M"
"O18.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_8_M"
"O18.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"O18.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"O18.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"O18.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","M","3_10_M"
"O18.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_8_M"
"O18.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"O18.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"O18.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"O18.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","Brush cell of epithelium proper of large intestine","CL:0002203","Tuft cell","14","F","3_39_F"
"O18.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","F","3_39_F"
"O18.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"O18.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"O19.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_9_M"
"O19.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"O19.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"O19.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"O19.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_8_M"
"O19.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"O19.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"O19.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"O19.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"O19.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_38_F"
"O19.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"O1.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"O1.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"O1.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"O1.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_11_M"
"O1.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_10_M"
"O1.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"O1.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_56_F"
"O1.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"O1.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"O1.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
