p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,
0.003132073,1.051587323,0.2,0.023,12,Gnb1,,,,,,,,
5.93E-11,1.050724159,1,0.499,12,Fcer1g,,,,,,,,
0.000107435,1.044218246,0.24,0.017,12,Tgfbr2,,,,,,,,
0.00104447,1.041605932,0.36,0.096,12,Snx5,,,,,,,,
0.00121641,1.030171519,0.4,0.101,12,Ctsa,,,,,,,,
0.000355434,1.012716133,0.28,0.033,12,Kctd12,,,,,,,,
0.000143743,1.007624779,0.16,0.01,12,Ang,,,,,,,,
0.003023765,0.99996802,0.24,0.043,12,2610001J05Rik,,,,,,,,
0.00639708,0.993043041,0.16,0.022,12,Slc15a4,,,,,,,,
0.000947896,0.992227129,0.4,0.1,12,Cd164,,,,,,,,
0.000365417,0.973445731,0.4,0.084,12,Snx2,,,,,,,,
0.000770569,0.972661783,0.44,0.117,12,Ctsl,,,,,,,,
0.001758121,0.972294119,0.24,0.032,12,Cd302,,,,,,,,
0.000344252,0.970692859,0.52,0.189,12,Anxa5,,,,,,,,
2.06E-05,0.969455933,0.36,0.086,12,Crlf2,,,,,,,,
0.007939979,0.967729032,0.24,0.044,12,Il10rb,,,,,,,,
7.16E-08,0.962963074,0.96,0.714,12,B2m,,,,,,,,
0.000281697,0.958698843,0.16,0.007,12,Hpgd,,,,,,,,
0.000483989,0.945920673,0.6,0.24,12,Clta,,,,,,,,
0.000203069,0.944028285,0.24,0.024,12,Lair1,,,,,,,,
0.000300508,0.941142912,0.68,0.264,12,Prdx1,,,,,,,,
0.006194062,0.938136323,0.2,0.053,12,Brcc3,,,,,,,,
0.000140177,0.929388471,0.56,0.217,12,Gdi2,,,,,,,,
1.52E-06,0.918095142,0.52,0.171,12,Laptm4a,,,,,,,,
0.008366383,0.915803711,0.24,0.052,12,Comt,,,,,,,,
0.00117427,0.911556448,0.16,0.033,12,Fam3c,,,,,,,,
0.000925841,0.910005929,0.24,0.045,12,Tpp1,,,,,,,,
3.30E-06,0.9052988,0.2,0.009,12,Pla2g7,,,,,,,,
8.49E-06,0.903938263,0.16,0.001,12,Spic,,,,,,,,
0.007809823,0.900609966,0.2,0.026,12,Cmtm3,,,,,,,,
0.009097515,0.899514803,0.24,0.048,12,Tor1aip1,,,,,,,,
1.01E-07,0.891231004,0.92,0.533,12,H2-D1,,,,,,,,
0.001467034,0.890335103,0.36,0.115,12,Pdlim1,,,,,,,,
0.002818325,0.889341229,0.16,0.012,12,Tep1,,,,,,,,
0.006264007,0.88784097,0.28,0.063,12,Tmem261,,,,,,,,
0.000336,0.887457095,0.44,0.105,12,Rtn4,,,,,,,,
5.53E-07,0.881964492,0.2,0.003,12,Cd86,,,,,,,,
0.001402016,0.880948238,0.16,0.017,12,Ms4a6d,,,,,,,,
0.0007647,0.880427815,0.24,0.03,12,Irf1,,,,,,,,
0.000696222,0.854277282,0.16,0.01,12,Qpct,,,,,,,,
0.001014979,0.850662129,0.24,0.028,12,Hsd17b4,,,,,,,,
0.000479583,0.849565276,0.52,0.19,12,Erp29,,,,,,,,
0.000111835,0.839882334,0.24,0.021,12,Ly86,,,,,,,,
1.80E-05,0.838754755,0.2,0.009,12,Cfh,,,,,,,,
0.000361787,0.829577456,0.2,0.018,12,Ckb,,,,,,,,
0.007271929,0.827242879,0.24,0.073,12,Fuca1,,,,,,,,
0.001142532,0.816589086,0.28,0.047,12,Cltc,,,,,,,,
0.000281,0.814431428,0.64,0.27,12,Npc2,,,,,,,,
0.003951918,0.811199418,0.16,0.014,12,Acp2,,,,,,,,
0.002045821,0.809546195,0.16,0.013,12,Gbp3,,,,,,,,
0.006000169,0.807029014,0.16,0.015,12,Synj1,,,,,,,,
0.000872066,0.79803744,0.24,0.03,12,Dram2,,,,,,,,
0.005910236,0.795339072,0.24,0.041,12,Naaa,,,,,,,,
0.000253994,0.794291026,0.16,0.005,12,Fcgr1,,,,,,,,
0.008698471,0.794041749,0.24,0.045,12,Txnip,,,,,,,,
0.000808397,0.789497367,0.16,0.017,12,Sult1a1,,,,,,,,
0.004700889,0.785810352,0.28,0.066,12,Cdkn1a,,,,,,,,
0.000381724,0.778337414,0.16,0.006,12,Clec10a,,,,,,,,
0.009313658,0.778005291,0.16,0.015,12,Fam213b,,,,,,,,
0.009238399,0.773846881,0.2,0.027,12,Sdf2,,,,,,,,
0.001424114,0.755960803,0.76,0.418,12,Gabarap,,,,,,,,
0.000961189,0.723994351,0.16,0.016,12,Stxbp3,,,,,,,,
0.007609068,0.721923833,0.48,0.284,12,Ifitm2,,,,,,,,
4.01E-05,0.720130288,0.68,0.232,12,Junb,,,,,,,,
0.005448856,0.717035277,0.24,0.106,12,Gm8430,,,,,,,,
0.004369209,0.684306828,0.2,0.043,12,Stard3nl,,,,,,,,
0.003126994,0.683184173,0.24,0.04,12,Vat1,,,,,,,,
0.004181712,0.676691716,0.2,0.043,12,Nfkbiz,,,,,,,,
0.004440148,0.669508392,0.2,0.032,12,Pea15a,,,,,,,,
0.001632221,0.665986872,0.56,0.239,12,Csf2ra,,,,,,,,
0.003670229,0.644342866,0.2,0.031,12,Irf5,,,,,,,,
0.000620485,0.638383461,0.16,0.011,12,Gas6,,,,,,,,
6.57E-08,0.63569783,1,0.888,12,Fth1,,,,,,,,
0.008987268,0.629254447,0.2,0.032,12,Stat6,,,,,,,,
0.003960298,0.624832178,0.24,0.045,12,Lcp2,,,,,,,,
0.003605283,0.622532651,0.32,0.099,12,Jund,,,,,,,,
0.000890285,0.622171188,0.28,0.058,12,Mpeg1,,,,,,,,
0.003825756,0.607736396,0.16,0.022,12,Rab20,,,,,,,,
0.000131985,0.596827251,0.16,0.008,12,Egr2,,,,,,,,
8.80E-07,0.594078643,0.16,0,12,Gm4951,,,,,,,,
0.005889884,0.56736782,0.2,0.037,12,Plek,,,,,,,,
0.002679028,0.518480195,0.28,0.072,12,Pld4,,,,,,,,
1.26E-08,0.514368299,1,0.56,12,Tyrobp,,,,,,,,
0.001868439,0.512840205,0.16,0.013,12,Kcmf1,,,,,,,,
0.000725984,0.478316139,0.72,0.343,12,Lgals3,,,,,,,,
0.004065913,0.468404077,0.16,0.029,12,Rnf130,,,,,,,,
7.12E-07,0.458267762,1,0.888,12,Lyz2,,,,,,,,
0.000346279,0.456305196,0.28,0.067,12,Mcl1,,,,,,,,
0.000589257,0.4413852,0.8,0.411,12,Cotl1,,,,,,,,
0.000919119,0.42737572,0.92,0.753,12,Rps29,,,,,,,,
0.007306339,0.423290679,0.16,0.037,12,Colgalt1,,,,,,,,
0.007685122,0.423039328,0.28,0.082,12,Atp6v1a,,,,,,,,
1.72E-06,0.420838154,1,0.843,12,Tmsb4x,,,,,,,,
0.00318259,0.409418096,0.2,0.038,12,Gmpr2,,,,,,,,
0.000837082,0.408588422,0.32,0.098,12,Lilr4b,,,,,,,,
4.00E-19,4.726324913,0.273,0.027,13,Jchain,,B cell_Jchain high,,,,,,
3.76E-13,4.658424558,0.227,0.035,13,Ighg2c,,,,,,,,
1.04E-20,4.569036191,0.182,0.091,13,Igha,,,,,,,,
6.98E-42,4.216490804,0.864,0.369,13,Igkc,,,,,,,,
2.27E-11,3.06397255,0.364,0.007,13,Iglv1,,,,,,,,
2.73E-26,3.053599052,0.909,0.033,13,Ly6d,,,,,,,,
2.58E-10,2.675395623,0.455,0.032,13,Iglc1,,,,,,,,
2.20E-19,2.663009615,0.636,0.009,13,Iglc3,,,,,,,,
4.92E-11,2.317709995,0.409,0.01,13,Iglc2,,,,,,,,
1.36E-10,2.19808986,0.318,0.004,13,Ms4a1,,,,,,,,
3.97E-11,2.188579917,0.682,0.115,13,Cd74,,,,,,,,
6.92E-10,2.14096166,0.455,0.098,13,Cd79a,,,,,,,,
1.66E-06,2.006227011,0.409,0.317,13,Slpi,,,,,,,,
4.54E-10,1.970165365,0.773,0.259,13,Ighm,,,,,,,,
4.56E-08,1.968856151,0.364,0.055,13,Mzb1,,,,,,,,
0.000522023,1.811944361,0.182,0.011,13,Ccr7,,,,,,,,
9.83E-09,1.807607571,0.636,0.097,13,Cd79b,,,,,,,,
2.74E-05,1.711980837,0.318,0.044,13,Spib,,,,,,,,
6.73E-06,1.620698963,0.364,0.031,13,Gimap6,,,,,,,,
7.06E-06,1.555841704,0.273,0.018,13,Snn,,,,,,,,
0.000245487,1.536174596,0.455,0.105,13,H2-Ab1,,,,,,,,
0.00022933,1.453917975,0.227,0.038,13,Creld2,,,,,,,,
1.80E-05,1.446186281,0.182,0.014,13,Fkbp11,,,,,,,,
5.36E-07,1.444772998,0.227,0.005,13,Fcmr,,,,,,,,
0.000113132,1.380691399,0.182,0.006,13,Cd2,,,,,,,,
0.00012847,1.375047465,0.455,0.103,13,Dnajc7,,,,,,,,
2.88E-05,1.364629232,0.364,0.046,13,H2-Eb1,,,,,,,,
0.001610227,1.296834429,0.182,0.075,13,Pld4,,,,,,,,
0.00761148,1.282233425,0.182,0.027,13,Cd83,,,,,,,,
0.000619129,1.255557386,0.409,0.157,13,Hsp90b1,,,,,,,,
0.003128473,1.232295318,0.273,0.093,13,Tmem123,,,,,,,,
0.004164216,1.231696987,0.227,0.03,13,Cd72,,,,,,,,
0.008670904,1.210228242,0.182,0.092,13,Irf8,,,,,,,,
0.001399704,1.19547075,0.364,0.071,13,H2-Aa,,,,,,,,
0.009562549,1.190955029,0.227,0.11,13,Cd37,,,,,,,,
0.003156594,1.181447919,0.227,0.028,13,Cdk5rap3,,,,,,,,
1.01E-05,1.168689614,0.182,0.002,13,Eaf2,,,,,,,,
0.000163974,1.163566,0.227,0.012,13,Gimap1,,,,,,,,
3.21E-07,1.159770335,0.227,0.001,13,Gm5547,,,,,,,,
0.009347283,1.115937195,0.182,0.033,13,Mif4gd,,,,,,,,
0.004467289,1.112913856,0.364,0.145,13,Xbp1,,,,,,,,
0.00626286,1.083870502,0.182,0.026,13,Gga2,,,,,,,,
0.000478578,1.083089676,0.364,0.108,13,Rexo2,,,,,,,,
0.005659366,1.08055198,0.227,0.039,13,Tmem176a,,,,,,,,
0.004915327,1.062824023,0.318,0.08,13,Siglecg,,,,,,,,
0.000251769,1.053016664,0.318,0.194,13,Ssr4,,,,,,,,
0.007035747,1.020884204,0.273,0.046,13,Blnk,,,,,,,,
0.000326142,1.013729402,0.545,0.289,13,Serp1,,,,,,,,
0.001827674,0.996082344,0.364,0.143,13,Ywhaq,,,,,,,,
0.006090471,0.983380449,0.409,0.221,13,Gdi2,,,,,,,,
0.001908929,0.98146194,0.182,0.033,13,Scpep1,,,,,,,,
0.000937186,0.98086619,0.636,0.307,13,H2-K1,,,,,,,,
0.002692463,0.908312188,0.273,0.045,13,Il2rg,,,,,,,,
0.00718184,0.880904097,0.182,0.016,13,Akr1b10,,,,,,,,
3.77E-07,0.872414476,0.955,0.457,13,Ly6e,,,,,,,,
0.000730236,0.835826432,0.364,0.087,13,Tspan13,,,,,,,,
0.000712499,0.770886574,0.318,0.16,13,Hnrnpdl,,,,,,,,
0.008513974,0.770177506,0.227,0.134,13,Lmo2,,,,,,,,
0.0063584,0.745911075,0.227,0.105,13,Nucb1,,,,,,,,
0.000490431,0.698901532,0.182,0.057,13,Jak1,,,,,,,,
0.000225791,0.681050122,1,0.745,13,Rps27,,,,,,,,
0.000919593,0.674053858,0.273,0.172,13,Rps13-ps2,,,,,,,,
0.001234638,0.668768037,0.227,0.128,13,Lman2,,,,,,,,
0.004303262,0.664597431,0.273,0.116,13,Selplg,,,,,,,,
0.001779109,0.643154687,0.409,0.128,13,Ifi27l2a,,,,,,,,
0.00148336,0.637382478,0.182,0.019,13,Pecam1,,,,,,,,
0.000497729,0.628355205,0.318,0.177,13,Ppib,,,,,,,,
0.002531974,0.627528165,0.955,0.715,13,B2m,,,,,,,,
0.001773213,0.594926399,0.227,0.033,13,H2-Q7,,,,,,,,
0.002349267,0.580890913,0.182,0.089,13,Gabarapl2,,,,,,,,
0.002927672,0.546944967,0.182,0.12,13,Rnf10,,,,,,,,
0.002338634,0.542335522,0.409,0.21,13,Pgls,,,,,,,,
5.08E-05,0.533054729,0.955,0.637,13,mt-Nd4,,,,,,,,
0.005264001,0.465815023,0.909,0.592,13,Rpl11,,,,,,,,
0.0021819,0.45683196,0.364,0.111,13,Vpreb3,,,,,,,,
6.17E-16,3.735430253,1,0.118,14,Cd74,,Dendritic cell,,,,,,
4.05E-14,3.571277145,0.9,0.104,14,H2-Ab1,,,,,,,,
8.99E-15,3.548334901,1,0.069,14,H2-Aa,,,,,,,,
3.45E-11,3.191901448,0.9,0.045,14,H2-Eb1,,,,,,,,
1.28E-09,2.56820024,0.6,0.008,14,Cd209a,,,,,,,,
3.22E-06,2.126963428,0.6,0.082,14,H2-DMa,,,,,,,,
4.29E-05,2.011010731,0.6,0.064,14,Wfdc17,,,,,,,,
2.92E-08,1.998747042,0.9,0.394,14,Cst3,,,,,,,,
0.002610408,1.959469042,0.2,0.016,14,Phf11b,,,,,,,,
2.24E-05,1.957770798,0.3,0.011,14,Fgd2,,,,,,,,
2.13E-07,1.817291535,0.4,0.005,14,Klrd1,,,,,,,,
0.001625885,1.740345089,0.3,0.016,14,Fkbp15,,,,,,,,
0.002261423,1.72412209,0.3,0.019,14,Ckb,,,,,,,,
0.000104285,1.704021174,0.7,0.139,14,Ctss,,,,,,,,
0.00118663,1.694804178,0.3,0.013,14,Ptpro,,,,,,,,
6.57E-06,1.677377479,0.9,0.386,14,Crip1,,,,,,,,
0.000178588,1.653343645,0.3,0.016,14,Slc46a3,,,,,,,,
7.48E-05,1.638762488,0.6,0.12,14,S100a4,,,,,,,,
8.64E-05,1.617095797,0.6,0.259,14,Lsp1,,,,,,,,
0.001907695,1.597506795,0.4,0.076,14,Marc2,,,,,,,,
8.48E-05,1.567967348,0.3,0.006,14,Olfm1,,,,,,,,
0.007199475,1.557544476,0.2,0.021,14,Uvrag,,,,,,,,
0.000172307,1.539348559,0.5,0.089,14,Gltp,,,,,,,,
0.000628983,1.531002191,0.3,0.054,14,Snhg1,,,,,,,,
0.000289823,1.526406349,0.3,0.022,14,Plbd2,,,,,,,,
0.002127868,1.521590162,0.3,0.027,14,Rnase6,,,,,,,,
0.003010812,1.515221602,0.3,0.1,14,Snx5,,,,,,,,
0.000173837,1.501340588,0.2,0.006,14,Ankmy2,,,,,,,,
0.005795103,1.498774652,0.2,0.092,14,Irf8,,,,,,,,
0.000353155,1.48656101,0.3,0.009,14,Slamf9,,,,,,,,
0.009517593,1.475181922,0.4,0.08,14,Gm2a,,,,,,,,
0.000102195,1.47261717,0.4,0.03,14,H2-DMb1,,,,,,,,
0.004493909,1.453557897,0.2,0.149,14,Xbp1,,,,,,,,
0.000449918,1.446198554,0.3,0.028,14,Tor1aip2,,,,,,,,
0.004838761,1.444681862,0.2,0.005,14,Siglech,,,,,,,,
0.00128804,1.431564518,0.7,0.255,14,Fxyd5,,,,,,,,
0.001908682,1.424781668,0.2,0.011,14,Ccdc43,,,,,,,,
0.00285165,1.415855498,0.3,0.036,14,Ccs,,,,,,,,
0.000104494,1.412626806,0.6,0.121,14,Ramp1,,,,,,,,
0.000223426,1.409707627,0.2,0.002,14,Flt3,,,,,,,,
0.002816636,1.402167175,0.2,0.005,14,Marf1,,,,,,,,
0.000976547,1.394473206,0.3,0.023,14,Asl,,,,,,,,
0.00035942,1.391675482,0.2,0.004,14,Slc9a1,,,,,,,,
0.000425439,1.389389614,0.6,0.144,14,Ctsh,,,,,,,,
0.001356538,1.388354834,0.2,0.021,14,Sigmar1,,,,,,,,
0.000349363,1.384327018,0.6,0.295,14,Eif3f,,,,,,,,
0.001247173,1.383056819,0.2,0.002,14,4931406P16Rik,,,,,,,,
0.005388352,1.380949282,0.2,0.016,14,Clec4b1,,,,,,,,
0.001282012,1.372764829,0.6,0.307,14,Tagln2,,,,,,,,
0.001667008,1.372718477,0.2,0.023,14,Fam136a,,,,,,,,
0.001020546,1.363180029,0.3,0.061,14,Upf3b,,,,,,,,
0.000420881,1.355337148,0.2,0.005,14,Prkab2,,,,,,,,
0.00711162,1.342593532,0.3,0.044,14,Efr3a,,,,,,,,
0.001945924,1.342472677,0.5,0.122,14,Ms4a6c,,,,,,,,
0.000113426,1.328309714,0.4,0.117,14,Commd3,,,,,,,,
0.000184426,1.321202815,0.2,0.016,14,Slc4a2,,,,,,,,
0.000289567,1.31532714,0.3,0.057,14,Bad,,,,,,,,
0.000387941,1.309420629,0.2,0.001,14,Gm15987,,,,,,,,
0.00081688,1.306290704,0.2,0.005,14,Cd7,,,,,,,,
0.005505196,1.302564631,0.2,0.133,14,Ifi27l2a,,,,,,,,
0.00251324,1.299301967,0.4,0.09,14,Crlf2,,,,,,,,
0.00126459,1.294037168,0.2,0.014,14,Pip4k2a,,,,,,,,
0.001774884,1.290470988,0.2,0.012,14,Hps3,,,,,,,,
0.00226433,1.289843342,0.3,0.039,14,Bmyc,,,,,,,,
0.00065397,1.289812783,0.2,0.005,14,Nutf2-ps1,,,,,,,,
0.00461519,1.289714126,0.3,0.045,14,Tsc22d3,,,,,,,,
0.000239781,1.281577624,0.9,0.323,14,Psap,,,,,,,,
0.000215533,1.276540794,0.2,0.025,14,Pip4k2c,,,,,,,,
0.003174999,1.273094667,0.2,0.038,14,Tspan31,,,,,,,,
0.001201674,1.264663882,0.2,0.025,14,Med27,,,,,,,,
0.006319449,1.257102961,0.2,0.039,14,Tifab,,,,,,,,
0.003600035,1.25379273,0.2,0.015,14,Mum1,,,,,,,,
0.00461034,1.242531204,0.2,0.016,14,Mfng,,,,,,,,
0.002342958,1.236308413,0.3,0.084,14,Polr2i,,,,,,,,
0.009951132,1.227416797,0.3,0.092,14,Hexb,,,,,,,,
0.006476197,1.225282826,0.2,0.011,14,Spata5,,,,,,,,
0.0016961,1.216974161,0.2,0.027,14,Rpl21-ps15,,,,,,,,
0.000167691,1.213312243,0.5,0.147,14,Pdia6,,,,,,,,
0.006819665,1.207639904,0.2,0.017,14,Tmem41a,,,,,,,,
0.000341478,1.205107038,0.3,0.038,14,Btbd1,,,,,,,,
0.002884731,1.20379701,0.2,0.028,14,Cnot10,,,,,,,,
0.006239766,1.201930219,0.3,0.059,14,Rwdd1,,,,,,,,
0.002994492,1.201831947,0.3,0.074,14,Rps11-ps1,,,,,,,,
0.002980646,1.183116689,0.2,0.023,14,Sgpl1,,,,,,,,
0.002106495,1.172812715,0.2,0.028,14,Amfr,,,,,,,,
0.007774622,1.169390699,0.2,0.009,14,Hpgd,,,,,,,,
0.000339634,1.163573328,0.3,0.094,14,Fbl,,,,,,,,
0.00878069,1.157064596,0.3,0.059,14,Nrros,,,,,,,,
0.000184621,1.156375325,0.2,0.045,14,Uba5,,,,,,,,
0.008085144,1.152413698,0.2,0.014,14,Pacs2,,,,,,,,
0.000437084,1.150791286,0.2,0.011,14,Slc29a3,,,,,,,,
0.003451708,1.138993663,0.2,0.034,14,Lonp2,,,,,,,,
0.004996068,1.114258562,0.3,0.085,14,Emc2,,,,,,,,
0.000484129,1.107527223,0.2,0.044,14,Myd88,,,,,,,,
0.00703827,1.1074561,0.2,0.063,14,Rbck1,,,,,,,,
0.006683476,1.104301409,0.3,0.05,14,Lat2,,,,,,,,
6.05E-05,1.094218382,1,0.61,14,Rps11,,,,,,,,
0.005714698,1.084677022,0.3,0.126,14,Gm14586,,,,,,,,
7.01E-05,1.083834999,0.2,0.057,14,Fh1,,,,,,,,
0.00484927,1.078392306,0.2,0.035,14,Ric8a,,,,,,,,
0.006673373,1.068670371,0.2,0.038,14,Pes1,,,,,,,,
0.000146488,1.056259357,0.2,0.009,14,Arl6,,,,,,,,
0.008441065,1.055164075,0.3,0.111,14,Arl6ip5,,,,,,,,
0.007217165,1.043882229,0.2,0.059,14,Drg1,,,,,,,,
0.000379514,1.036585509,0.2,0.011,14,Zdhhc9,,,,,,,,
0.008734895,1.030520636,0.2,0.02,14,Ncbp3,,,,,,,,
0.007771207,1.019855918,0.7,0.366,14,Capzb,,,,,,,,
0.007584246,1.019545712,0.3,0.066,14,Il17ra,,,,,,,,
0.000947535,1.015933983,0.2,0.021,14,Stau1,,,,,,,,
0.000152486,1.005943949,0.2,0.061,14,Nelfb,,,,,,,,
0.000389081,1.00244726,0.2,0.048,14,Atf1,,,,,,,,
0.000342336,0.998313754,0.2,0.049,14,Tap1,,,,,,,,
0.002403991,0.994391247,0.2,0.017,14,Pusl1,,,,,,,,
0.000887859,0.993020872,0.3,0.114,14,Nap1l4,,,,,,,,
0.009904968,0.989773597,0.3,0.077,14,Pttg1ip,,,,,,,,
0.000392216,0.9846067,0.2,0.017,14,Rnf146,,,,,,,,
0.002146525,0.976996645,0.6,0.324,14,Eif3k,,,,,,,,
0.002351453,0.975308847,0.4,0.126,14,Npm3,,,,,,,,
0.007911,0.964230608,0.5,0.147,14,Plbd1,,,,,,,,
0.002195063,0.956247934,0.2,0.063,14,Lrrfip1,,,,,,,,
0.005467188,0.93562905,0.2,0.067,14,Atp1a1,,,,,,,,
0.002273938,0.933632245,0.2,0.031,14,Tia1,,,,,,,,
0.006891585,0.930356955,0.2,0.036,14,Casp1,,,,,,,,
0.009833168,0.920717398,0.2,0.079,14,Immt,,,,,,,,
0.000791577,0.915831694,0.2,0.022,14,Ndfip2,,,,,,,,
0.005286277,0.910674297,0.2,0.085,14,Set,,,,,,,,
0.002331779,0.907684808,0.2,0.041,14,Knop1,,,,,,,,
0.000335007,0.89945427,1,0.717,14,B2m,,,,,,,,
0.009475598,0.89087242,0.2,0.072,14,Taf12,,,,,,,,
0.000472448,0.883550479,0.2,0.072,14,Chrac1,,,,,,,,
0.001321133,0.872551516,0.3,0.138,14,Pcmt1,,,,,,,,
0.00889567,0.851600918,0.3,0.154,14,Use1,,,,,,,,
0.004416095,0.843850708,0.2,0.039,14,Rit1,,,,,,,,
0.002326315,0.843552824,1,0.605,14,Rpl10,,,,,,,,
6.37E-06,0.807897102,1,0.845,14,Tmsb4x,,,,,,,,
0.001838009,0.777101116,0.5,0.205,14,S100a10,,,,,,,,
0.00095055,0.760575452,0.4,0.325,14,Smdt1,,,,,,,,
0.000928306,0.75532231,0.3,0.109,14,Polr2e,,,,,,,,
0.00619004,0.748655013,0.2,0.061,14,Ddrgk1,,,,,,,,
0.000869045,0.74523911,0.2,0.094,14,Gorasp2,,,,,,,,
0.007182917,0.732952589,0.8,0.72,14,Calm1,,,,,,,,
0.002050236,0.711725503,0.2,0.051,14,Tor1aip1,,,,,,,,
0.009727068,0.708257576,0.2,0.063,14,Actr10,,,,,,,,
0.006164231,0.704282624,0.2,0.079,14,Thoc3,,,,,,,,
0.005849745,0.666223169,0.4,0.189,14,Rab11a,,,,,,,,
0.002859507,0.611197586,0.2,0.079,14,Dnajb11,,,,,,,,
0.008846086,0.600005502,1,0.755,14,Rps29,,,,,,,,
0.00052671,0.599348443,0.2,0.13,14,Gps2,,,,,,,,
0.007090468,0.590474614,0.8,0.578,14,Hspa8,,,,,,,,
0.007796676,0.583725447,0.7,0.326,14,Rack1,,,,,,,,
0.001400929,0.572109018,0.2,0.118,14,Ralbp1,,,,,,,,
0.004631065,0.570741611,1,0.748,14,Rps27,,,,,,,,
0.004025736,0.54779396,0.2,0.088,14,Srm,,,,,,,,
0.005778073,0.512578818,1,0.592,14,Ucp2,,,,,,,,
0.003931526,0.475745568,0.2,0.094,14,Sarnp,,,,,,,,
1.26E-25,4.650283437,1,0.01,15,Tnnc1,,Muscle cell_Tnnc1 high,,,,,,
4.70E-27,4.636420746,1,0.031,15,Myl2,,,,,,,,
4.04E-25,4.517457099,1,0.025,15,Myl3,,,,,,,,
7.10E-27,4.406903788,1,0.02,15,Tnnt1,,,,,,,,
3.25E-24,4.184289958,1,0.005,15,Tnni1,,,,,,,,
1.26E-20,4.147316096,1,0.063,15,Car3,,,,,,,,
3.75E-45,4.129265192,1,0.203,15,Tpm3,,,,,,,,
8.07E-18,3.780378688,1,0.086,15,Cryab,,,,,,,,
7.50E-18,3.678094297,1,0.022,15,Hspb7,,,,,,,,
2.53E-16,3.544237072,1,0.055,15,Hspb6,,,,,,,,
3.73E-19,3.439446372,1,0.012,15,Myoz2,,,,,,,,
6.13E-16,3.225015345,1,0.029,15,Apobec2,,,,,,,,
9.23E-16,3.16500596,1,0.124,15,Tpm2,,,,,,,,
5.98E-12,3.090372249,0.9,0.045,15,Fhl1,,,,,,,,
4.86E-12,3.036601723,0.9,0.065,15,Mb,,,,,,,,
3.45E-22,2.999924948,1,0.405,15,Acta1,,,,,,,,
4.44E-13,2.97774597,0.9,0.051,15,Cfl2,,,,,,,,
1.07E-15,2.969635552,1,0.218,15,Slc25a4,,,,,,,,
7.85E-12,2.952617627,0.9,0.061,15,Cox6a2,,,,,,,,
2.65E-12,2.941636314,0.8,0.019,15,Ankrd2,,,,,,,,
1.72E-11,2.937946264,0.8,0.02,15,Ppp1r27,,,,,,,,
1.09E-12,2.896455105,0.9,0.034,15,Fabp3,,,,,,,,
9.06E-11,2.836033426,0.5,0.002,15,Sln,,,,,,,,
2.67E-12,2.745809856,1,0.077,15,Des,,,,,,,,
4.84E-12,2.73909413,0.8,0.03,15,Bnip3,,,,,,,,
2.47E-11,2.737655923,0.7,0.043,15,Ldhb,,,,,,,,
3.95E-10,2.674350658,0.8,0.03,15,Myot,,,,,,,,
1.04E-10,2.671085379,0.9,0.082,15,Tcap,,,,,,,,
1.98E-13,2.607574118,1,0.047,15,Cox8b,,,,,,,,
1.32E-08,2.597593256,0.5,0.015,15,Pdlim5,,,,,,,,
1.04E-08,2.425462567,0.7,0.032,15,Ldb3,,,,,,,,
2.67E-09,2.355125328,0.5,0.001,15,Rcan1,,,,,,,,
4.63E-09,2.319539817,0.7,0.018,15,Smpx,,,,,,,,
1.74E-07,2.318695117,0.6,0.017,15,Hsp25-ps1,,,,,,,,
4.57E-11,2.289006305,0.9,0.223,15,Mdh1,,,,,,,,
2.47E-10,2.258036106,0.5,0.002,15,Homer2,,,,,,,,
4.67E-10,2.254269422,1,0.113,15,Hspb1,,,,,,,,
1.74E-07,2.236019709,0.6,0.059,15,Ugp2,,,,,,,,
6.73E-07,2.213806297,0.7,0.056,15,Cox7a1,,,,,,,,
1.19E-08,2.19802931,0.4,0.002,15,Myh7,,,,,,,,
1.26E-05,2.16743449,0.4,0.014,15,Pdk2,,,,,,,,
1.18E-06,2.157367264,0.5,0.016,15,Lmcd1,,,,,,,,
3.87E-05,2.13149683,0.5,0.107,15,Idh2,,,,,,,,
5.05E-06,2.081078005,0.5,0.02,15,Ak1,,,,,,,,
1.14E-05,2.066595538,0.5,0.023,15,Actn2,,,,,,,,
5.70E-08,2.063749001,0.7,0.067,15,Pla2g12a,,,,,,,,
2.73E-05,2.052887371,0.3,0.005,15,Mettl21c,,,,,,,,
1.21E-05,2.051937946,0.5,0.102,15,Vdac1,,,,,,,,
2.59E-07,2.043757595,0.6,0.019,15,Ppp1r1a,,,,,,,,
2.19E-05,2.034634925,0.6,0.045,15,H19,,,,,,,,
0.001558081,1.992602244,0.4,0.03,15,Csrp3,,,,,,,,
0.000148181,1.976888073,0.3,0.01,15,Asb2,,,,,,,,
0.00015291,1.948210431,0.4,0.017,15,Coq8a,,,,,,,,
2.31E-10,1.947369622,1,0.313,15,Uqcrq,,,,,,,,
0.000885208,1.941342711,0.3,0.058,15,Ccng1,,,,,,,,
3.94E-05,1.914527183,0.4,0.009,15,Coro6,,,,,,,,
5.40E-05,1.887793041,0.6,0.116,15,Pdlim1,,,,,,,,
4.15E-07,1.882131567,0.8,0.125,15,Pgam2,,,,,,,,
2.90E-06,1.853405693,0.5,0.048,15,Sord,,,,,,,,
0.000110896,1.812235977,0.4,0.019,15,Hspb8,,,,,,,,
0.000872765,1.799593082,0.4,0.051,15,Camta1,,,,,,,,
