p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,
1.34E-15,1.595427879,0.462,0.012,16,Cps1,,,,,,,,,,
1.38E-14,1.594358712,0.808,0.112,16,Bhmt,,,,,,,,,,
1.85E-18,1.586467403,0.462,0.006,16,1300017J02Rik,,,,,,,,,,
5.07E-22,1.586230402,0.5,0.008,16,Slco1b2,,,,,,,,,,
1.78E-15,1.578236912,0.5,0.018,16,C8g,,,,,,,,,,
1.08E-22,1.577630461,0.731,0.051,16,Fxyd1,,,,,,,,,,
5.50E-11,1.575045385,0.308,0.005,16,Hsd17b13,,,,,,,,,,
1.77E-20,1.564299365,0.5,0.012,16,Apcs,,,,,,,,,,
2.08E-17,1.560878123,0.769,0.076,16,Pgrmc1,,,,,,,,,,
2.23E-15,1.558529177,0.5,0.018,16,Fetub,,,,,,,,,,
7.28E-12,1.553370245,0.538,0.045,16,Cyp2e1,,,,,,,,,,
4.12E-13,1.549760175,0.423,0.014,16,Nat8f1,,,,,,,,,,
4.39E-16,1.547400866,0.846,0.117,16,Hpd,,,,,,,,,,
4.58E-19,1.546615783,0.731,0.062,16,Ndrg2,,,,,,,,,,
9.04E-17,1.538477523,0.615,0.038,16,F10,,,,,,,,,,
8.86E-17,1.534742152,0.462,0.014,16,Dmgdh,,,,,,,,,,
5.27E-21,1.5311412,0.423,0.003,16,Ces3b,,,,,,,,,,
1.72E-11,1.530932653,0.346,0.007,16,Cyp4a10,,,,,,,,,,
5.14E-22,1.526870991,0.538,0.01,16,Lcat,,,,,,,,,,
2.76E-19,1.511159448,0.615,0.033,16,Ttpa,,,,,,,,,,
1.09E-18,1.510928921,0.462,0.006,16,Ces2a,,,,,,,,,,
1.70E-21,1.510553716,0.923,0.106,16,Gnmt,,,,,,,,,,
2.83E-19,1.508987887,0.5,0.011,16,Marc1,,,,,,,,,,
1.48E-11,1.506945324,0.577,0.063,16,Acaa1b,,,,,,,,,,
2.31E-21,1.497531125,0.5,0.006,16,Amy1,,,,,,,,,,
6.39E-19,1.497274669,0.5,0.013,16,Hal,,,,,,,,,,
2.61E-18,1.496790375,0.462,0.006,16,Apon,,,,,,,,,,
1.05E-21,1.493205353,0.423,0.003,16,Serpina3n,,,,,,,,,,
7.04E-16,1.489839768,0.462,0.012,16,Cyp4f14,,,,,,,,,,
2.73E-15,1.487696004,0.615,0.05,16,Inmt,,,,,,,,,,
7.33E-26,1.486629664,0.538,0.005,16,Slc27a2,,,,,,,,,,
2.66E-17,1.48392389,0.654,0.049,16,Hacl1,,,,,,,,,,
1.13E-06,1.482843099,0.385,0.041,16,Sult2a1,,,,,,,,,,
3.80E-13,1.472918571,0.385,0.009,16,Spp2,,,,,,,,,,
5.82E-27,1.471877313,0.538,0.004,16,Cyp2b9,,,,,,,,,,
1.22E-07,1.458624491,0.462,0.066,16,Rnase4,,,,,,,,,,
2.25E-14,1.45734677,0.615,0.056,16,Otc,,,,,,,,,,
1.09E-15,1.443961444,0.692,0.072,16,Ttc36,,,,,,,,,,
2.10E-15,1.439856272,0.385,0.006,16,F12,,,,,,,,,,
9.22E-18,1.43160605,0.808,0.091,16,Crot,,,,,,,,,,
4.50E-19,1.42678926,0.462,0.006,16,Prlr,,,,,,,,,,
1.41E-17,1.421924747,0.885,0.133,16,Chchd10,,,,,,,,,,
1.03E-16,1.413128016,0.615,0.049,16,Tdo2,,,,,,,,,,
6.02E-22,1.411109572,0.462,0.005,16,Col18a1,,,,,,,,,,
3.73E-18,1.405694449,0.462,0.01,16,Mbl1,,,,,,,,,,
4.65E-21,1.405516217,1,0.605,16,Apoc1,,,,,,,,,,
3.64E-19,1.401141155,0.423,0.004,16,Cyp2c44,,,,,,,,,,
2.57E-21,1.39175474,0.462,0.005,16,Slc38a3,,,,,,,,,,
1.84E-12,1.389226835,0.423,0.018,16,Agpat2,,,,,,,,,,
1.14E-14,1.38707951,0.538,0.041,16,Sult2a2,,,,,,,,,,
5.67E-11,1.37706151,0.538,0.053,16,Aldh1a1,,,,,,,,,,
2.84E-17,1.376200089,0.692,0.065,16,Uox,,,,,,,,,,
4.93E-15,1.372952106,0.385,0.006,16,Dio1,,,,,,,,,,
2.06E-16,1.372176221,0.538,0.027,16,Sc5d,,,,,,,,,,
1.09E-19,1.367806339,0.769,0.07,16,Acox1,,,,,,,,,,
1.50E-18,1.367156336,0.885,0.118,16,Car3,,,,,,,,,,
3.05E-15,1.358683553,0.885,0.152,16,Gstm1,,,,,,,,,,
2.68E-12,1.357206281,0.385,0.013,16,Leap2,,,,,,,,,,
2.54E-22,1.347656821,1,0.246,16,Fabp1,,,,,,,,,,
1.05E-15,1.34586878,0.462,0.016,16,Gls2,,,,,,,,,,
1.89E-14,1.34307707,0.577,0.044,16,Ebp,,,,,,,,,,
6.69E-18,1.329086363,0.423,0.005,16,Cyp2j5,,,,,,,,,,
1.98E-14,1.323053592,0.423,0.011,16,Perp,,,,,,,,,,
1.30E-13,1.315197608,0.731,0.102,16,Acaa2,,,,,,,,,,
1.64E-09,1.314135045,0.769,0.176,16,Scp2,,,,,,,,,,
9.91E-12,1.30669842,0.346,0.01,16,Acsm1,,,,,,,,,,
5.01E-19,1.305201394,0.423,0.006,16,Hgfac,,,,,,,,,,
9.80E-17,1.301678941,0.385,0.007,16,Hc,,,,,,,,,,
1.32E-12,1.299430558,0.385,0.012,16,Rdh16f2,,,,,,,,,,
4.65E-11,1.299154187,0.615,0.083,16,Psen2,,,,,,,,,,
1.62E-15,1.298258606,0.462,0.017,16,Reep6,,,,,,,,,,
1.31E-08,1.287689526,0.308,0.012,16,Ehhadh,,,,,,,,,,
2.40E-16,1.287209493,0.577,0.044,16,Selenbp1,,,,,,,,,,
4.94E-15,1.277683581,0.769,0.106,16,Sord,,,,,,,,,,
1.32E-16,1.276552824,0.385,0.007,16,Ugt2a3,,,,,,,,,,
4.83E-15,1.271572715,0.615,0.062,16,Fah,,,,,,,,,,
2.45E-07,1.26957281,0.462,0.064,16,Rgn,,,,,,,,,,
8.76E-15,1.26899016,0.462,0.022,16,Lrg1,,,,,,,,,,
7.52E-13,1.266351802,0.462,0.036,16,Sec14l2,,,,,,,,,,
1.00E-09,1.259481438,0.423,0.035,16,Ahcy,,,,,,,,,,
1.43E-12,1.258744935,0.346,0.008,16,Mup20,,,,,,,,,,
1.72E-07,1.25749101,0.385,0.037,16,Acsl1,,,,,,,,,,
2.17E-11,1.253339093,0.385,0.02,16,Pipox,,,,,,,,,,
9.49E-12,1.25051642,0.885,0.431,16,mt-Co1,,,,,,,,,,
1.10E-10,1.2457028,0.346,0.015,16,Amdhd1,,,,,,,,,,
1.51E-09,1.245478665,0.731,0.15,16,Cat,,,,,,,,,,
1.87E-17,1.24360972,0.462,0.013,16,Sardh,,,,,,,,,,
1.37E-17,1.241023927,0.731,0.083,16,Akr1c6,,,,,,,,,,
1.30E-10,1.239469249,0.577,0.073,16,Hagh,,,,,,,,,,
7.63E-12,1.238489567,0.346,0.012,16,Hsd17b2,,,,,,,,,,
2.33E-09,1.226689794,0.269,0.005,16,Afm,,,,,,,,,,
1.66E-17,1.223221316,0.385,0.003,16,Igfals,,,,,,,,,,
2.34E-14,1.222419828,0.385,0.01,16,Ces3a,,,,,,,,,,
6.72E-09,1.214516862,0.5,0.066,16,Vkorc1,,,,,,,,,,
1.14E-10,1.211236385,0.423,0.033,16,Ephx2,,,,,,,,,,
1.00E-11,1.210722913,0.538,0.068,16,Mpc1,,,,,,,,,,
1.76E-09,1.208484617,0.308,0.011,16,C4bp,,,,,,,,,,
4.70E-13,1.206818071,0.308,0.005,16,Slc6a13,,,,,,,,,,
1.34E-09,1.204077235,0.423,0.048,16,Clpx,,,,,,,,,,
4.89E-10,1.198358703,0.462,0.052,16,Haao,,,,,,,,,,
1.74E-09,1.194354262,0.577,0.094,16,Ddt,,,,,,,,,,
6.06E-17,1.181381719,0.577,0.05,16,Gchfr,,,,,,,,,,
1.07E-14,1.180810389,0.346,0.004,16,Cyp3a13,,,,,,,,,,
5.35E-19,1.176760124,0.385,0.005,16,G6pc,,,,,,,,,,
9.84E-13,1.173331422,0.423,0.024,16,9030619P08Rik,,,,,,,,,,
3.64E-17,1.169407391,0.5,0.027,16,Cth,,,,,,,,,,
2.77E-07,1.167343996,0.192,0.003,16,Gulo,,,,,,,,,,
1.49E-08,1.163804635,0.423,0.049,16,Asl,,,,,,,,,,
8.38E-16,1.162991666,0.615,0.064,16,Urah,,,,,,,,,,
3.24E-09,1.162920343,0.346,0.022,16,Fn1,,,,,,,,,,
3.08E-15,1.161915188,0.423,0.02,16,Echdc2,,,,,,,,,,
7.47E-12,1.161182292,0.423,0.029,16,Nipsnap1,,,,,,,,,,
9.79E-13,1.161004199,0.346,0.006,16,Tmem150a,,,,,,,,,,
7.22E-12,1.159812024,0.385,0.018,16,Hpn,,,,,,,,,,
1.41E-16,1.157300881,0.5,0.032,16,Hgd,,,,,,,,,,
3.70E-15,1.152117611,0.5,0.038,16,Aldh1l1,,,,,,,,,,
1.07E-10,1.148262687,0.269,0.003,16,C8b,,,,,,,,,,
2.44E-14,1.147687668,0.5,0.038,16,Gcdh,,,,,,,,,,
6.25E-14,1.133878667,0.308,0.003,16,F13b,,,,,,,,,,
4.09E-09,1.133782993,0.885,0.423,16,mt-Nd5,,,,,,,,,,
3.16E-14,1.131166393,0.5,0.042,16,Agxt,,,,,,,,,,
5.45E-08,1.126337587,0.192,0.004,16,Gjb2,,,,,,,,,,
6.70E-17,1.126003711,0.346,0.002,16,Proz,,,,,,,,,,
4.22E-15,1.106772677,0.346,0.004,16,C1s1,,,,,,,,,,
5.14E-12,1.105851504,0.5,0.05,16,Pcyt2,,,,,,,,,,
3.82E-09,1.103007788,0.423,0.051,16,Comt,,,,,,,,,,
4.31E-11,1.102546974,0.308,0.006,16,C1rl,,,,,,,,,,
1.13E-12,1.099933556,0.538,0.057,16,Sephs2,,,,,,,,,,
5.84E-09,1.098810033,0.231,0.003,16,Tmprss6,,,,,,,,,,
4.34E-14,1.096515432,0.5,0.046,16,Gstt1,,,,,,,,,,
8.35E-12,1.091376079,0.308,0.006,16,Aqp8,,,,,,,,,,
2.51E-12,1.091048073,0.385,0.019,16,Akr1d1,,,,,,,,,,
1.08E-18,1.087813432,0.538,0.04,16,Pah,,,,,,,,,,
1.10E-17,1.085709005,0.615,0.062,16,Pcbd1,,,,,,,,,,
2.83E-06,1.084915875,0.269,0.019,16,Pank1,,,,,,,,,,
2.24E-10,1.080398925,0.269,0.005,16,Cyp8b1,,,,,,,,,,
7.78E-18,1.078012016,0.462,0.019,16,Acat3,,,,,,,,,,
1.52E-11,1.075350217,0.308,0.007,16,C9,,,,,,,,,,
2.39E-11,1.070909457,0.5,0.06,16,Stard10,,,,,,,,,,
6.77E-12,1.064953812,0.423,0.035,16,Pxmp2,,,,,,,,,,
7.12E-10,1.049542329,0.654,0.122,16,Sult1a1,,,,,,,,,,
2.71E-14,1.049414755,0.308,0.005,16,F9,,,,,,,,,,
2.81E-11,1.041415935,0.5,0.058,16,Acadm,,,,,,,,,,
6.07E-10,1.039756449,0.462,0.058,16,Ccs,,,,,,,,,,
7.69E-09,1.037296259,0.308,0.014,16,Sdc2,,,,,,,,,,
2.54E-13,1.036902189,0.577,0.071,16,Cisd1,,,,,,,,,,
5.93E-05,1.036045351,0.269,0.028,16,Cbs,,,,,,,,,,
7.27E-18,1.035387906,0.731,0.094,16,Cdo1,,,,,,,,,,
2.02E-16,1.034704098,0.385,0.014,16,Hsd3b3,,,,,,,,,,
1.32E-09,1.032899882,0.269,0.009,16,Il1rap,,,,,,,,,,
8.75E-11,1.032351909,0.385,0.024,16,Scp2-ps2,,,,,,,,,,
6.45E-09,1.031096953,0.846,0.256,16,Igf1,,,,,,,,,,
5.28E-12,1.030211078,0.269,0.003,16,Cfhr1,,,,,,,,,,
8.64E-08,1.028511401,0.269,0.011,16,Asgr2,,,,,,,,,,
6.27E-10,1.013536525,0.423,0.046,16,Gstz1,,,,,,,,,,
7.63E-08,1.0118744,0.308,0.022,16,Aldh8a1,,,,,,,,,,
1.90E-13,1.010511856,0.385,0.024,16,Qsox1,,,,,,,,,,
3.52E-11,1.003100701,0.423,0.039,16,Slc25a1,,,,,,,,,,
1.28E-15,0.999349558,0.962,0.288,16,Dbi,,,,,,,,,,
3.66E-14,0.998144521,0.423,0.023,16,Tat,,,,,,,,,,
1.50E-09,0.995381454,0.269,0.007,16,Stra6l,,,,,,,,,,
2.18E-08,0.994655841,0.385,0.042,16,Ang,,,,,,,,,,
8.94E-07,0.992465681,0.462,0.08,16,Etfa,,,,,,,,,,
2.84E-12,0.99022628,0.5,0.064,16,Sdc4,,,,,,,,,,
2.97E-09,0.987503245,0.885,0.313,16,Cyb5a,,,,,,,,,,
1.20E-05,0.982910894,0.154,0.003,16,Ugt3a2,,,,,,,,,,
1.69E-17,0.980640349,0.385,0.006,16,Creb3l3,,,,,,,,,,
2.92E-07,0.980236174,0.577,0.129,16,Phyh,,,,,,,,,,
3.08E-12,0.98007863,0.5,0.061,16,Errfi1,,,,,,,,,,
8.53E-17,0.980067696,0.385,0.014,16,Oaf,,,,,,,,,,
5.00E-14,0.975299949,0.423,0.031,16,Slc25a47,,,,,,,,,,
0.000249659,0.974773407,0.231,0.022,16,Tkfc,,,,,,,,,,
4.35E-12,0.972897264,0.269,0.002,16,Tfr2,,,,,,,,,,
4.34E-11,0.971778889,0.269,0.005,16,Serpind1,,,,,,,,,,
8.30E-09,0.969372609,0.269,0.013,16,Nnmt,,,,,,,,,,
2.89E-07,0.965312644,0.5,0.093,16,Tecr,,,,,,,,,,
9.75E-13,0.964487393,0.462,0.042,16,Pnpla7,,,,,,,,,,
1.78E-10,0.957341405,0.269,0.005,16,Slc17a2,,,,,,,,,,
2.54E-11,0.951666084,0.269,0.003,16,Mlxipl,,,,,,,,,,
7.95E-14,0.951224285,0.423,0.04,16,Tst,,,,,,,,,,
6.26E-09,0.95058291,0.231,0.003,16,Ugt2b34,,,,,,,,,,
7.70E-10,0.949660097,0.308,0.017,16,Fmo3,,,,,,,,,,
9.16E-11,0.939794773,0.231,0.001,16,Ugt2b35,,,,,,,,,,
3.74E-09,0.937832024,0.231,0.004,16,Serpina6,,,,,,,,,,
7.96E-09,0.932744911,0.308,0.021,16,Bdh1,,,,,,,,,,
6.20E-15,0.930674117,0.5,0.049,16,Bphl,,,,,,,,,,
2.46E-07,0.930624567,0.231,0.008,16,Tmem56,,,,,,,,,,
2.47E-10,0.923815638,0.231,0.002,16,Ugt2b1,,,,,,,,,,
1.05E-09,0.916060692,0.346,0.026,16,Pgm2,,,,,,,,,,
7.77E-12,0.913109666,0.346,0.017,16,Cyp4v3,,,,,,,,,,
0.000110288,0.911185356,0.269,0.034,16,Fdps,,,,,,,,,,
1.15E-09,0.910225072,0.423,0.056,16,Gstp1,,,,,,,,,,
1.64E-11,0.906973922,0.269,0.006,16,Tm7sf2,,,,,,,,,,
3.46E-10,0.905920501,0.231,0.003,16,Sec16b,,,,,,,,,,
2.05E-08,0.905807592,0.346,0.034,16,Cmbl,,,,,,,,,,
6.18E-11,0.905531346,0.231,0.001,16,Egfr,,,,,,,,,,
1.87E-12,0.904214256,0.538,0.078,16,Paics,,,,,,,,,,
7.44E-10,0.900820872,0.231,0.002,16,Elovl2,,,,,,,,,,
4.99E-11,0.898417926,0.385,0.035,16,Upb1,,,,,,,,,,
6.15E-08,0.890435846,0.538,0.113,16,Adh5,,,,,,,,,,
8.58E-08,0.887344946,0.885,0.323,16,Ndufa4,,,,,,,,,,
6.61E-13,0.886284395,0.385,0.025,16,Dpys,,,,,,,,,,
2.07E-08,0.884930164,0.462,0.075,16,Prdx4,,,,,,,,,,
1.39E-08,0.884616252,0.692,0.184,16,Glud1,,,,,,,,,,
1.49E-05,0.882484266,0.346,0.053,16,Sfxn1,,,,,,,,,,
1.55E-09,0.878678635,0.385,0.045,16,Aldh7a1,,,,,,,,,,
1.15E-09,0.876937773,0.269,0.014,16,Selenbp2,,,,,,,,,,
8.70E-12,0.875279069,0.346,0.024,16,Retsat,,,,,,,,,,
5.22E-06,0.871524931,0.192,0.008,16,Lipc,,,,,,,,,,
4.46E-09,0.869699381,0.231,0.007,16,Gcgr,,,,,,,,,,
0.000200545,0.869050587,0.192,0.014,16,Fahd1,,,,,,,,,,
1.34E-07,0.868687662,0.308,0.028,16,Mettl26,,,,,,,,,,
2.55E-10,0.862766538,0.308,0.019,16,Bhmt2,,,,,,,,,,
1.56E-10,0.862509646,0.192,0.001,16,Abcc2,,,,,,,,,,
7.27E-05,0.862206305,0.5,0.134,16,Hist1h2bc,,,,,,,,,,
1.08E-08,0.861067917,0.269,0.014,16,Gpd1,,,,,,,,,,
8.38E-11,0.857951336,0.385,0.041,16,Hadh,,,,,,,,,,
4.63E-11,0.856633461,0.231,0.005,16,Vnn3,,,,,,,,,,
0.001262082,0.856523106,0.192,0.019,16,Cideb,,,,,,,,,,
6.13E-07,0.855336461,0.5,0.106,16,Hebp1,,,,,,,,,,
2.34E-12,0.852829752,0.385,0.035,16,Grhpr,,,,,,,,,,
2.39E-05,0.850990706,0.269,0.028,16,Cyp27a1,,,,,,,,,,
2.05E-08,0.850190415,0.231,0.006,16,Ces1f,,,,,,,,,,
1.27E-08,0.850091855,0.538,0.105,16,Qdpr,,,,,,,,,,
5.43E-07,0.847438845,0.269,0.024,16,Csad,,,,,,,,,,
6.45E-12,0.845055468,0.269,0.006,16,F7,,,,,,,,,,
5.16E-08,0.844123921,0.154,0.003,16,Iyd,,,,,,,,,,
2.13E-17,0.839792936,0.5,0.047,16,Glyat,,,,,,,,,,
9.37E-10,0.839729725,0.308,0.02,16,Aldh6a1,,,,,,,,,,
2.35E-11,0.837535735,0.346,0.029,16,Cyp4f13,,,,,,,,,,
1.87E-05,0.837205299,0.846,0.397,16,Cox6c,,,,,,,,,,
5.51E-09,0.835224133,0.808,0.238,16,Uqcrq,,,,,,,,,,
2.63E-05,0.834610389,0.192,0.009,16,Gys2,,,,,,,,,,
9.37E-15,0.833275135,0.462,0.048,16,Gamt,,,,,,,,,,
3.33E-11,0.83214648,0.269,0.009,16,Amacr,,,,,,,,,,
1.13E-16,0.827321034,0.269,0.003,16,F5,,,,,,,,,,
2.09E-09,0.826091205,0.269,0.012,16,Bbox1,,,,,,,,,,
1.86E-07,0.825967061,0.231,0.01,16,Sec14l4,,,,,,,,,,
9.61E-13,0.823154269,0.346,0.024,16,Coq8a,,,,,,,,,,
5.42E-07,0.822665542,0.231,0.012,16,Pbld2,,,,,,,,,,
0.000553183,0.822068176,0.269,0.048,16,Hmgcs1,,,,,,,,,,
1.17E-12,0.81653922,0.269,0.003,16,Serpina10,,,,,,,,,,
1.94E-08,0.814618718,0.385,0.052,16,Acadvl,,,,,,,,,,
4.87E-09,0.81417602,0.231,0.006,16,Acox2,,,,,,,,,,
6.21E-07,0.812806025,0.423,0.083,16,Pygl,,,,,,,,,,
1.15E-08,0.811968948,0.346,0.039,16,Cfh,,,,,,,,,,
4.46E-11,0.804014302,0.231,0.003,16,Bche,,,,,,,,,,
5.99E-11,0.801617434,0.269,0.012,16,Cxcl12,,,,,,,,,,
4.39E-09,0.799583733,0.269,0.019,16,Cldn3,,,,,,,,,,
6.81E-07,0.795658954,0.231,0.017,16,Fabp2,,,,,,,,,,
1.56E-07,0.794609212,0.269,0.019,16,Rnf128,,,,,,,,,,
0.000205179,0.793046014,0.192,0.015,16,Dstn,,,,,,,,,,
1.32E-08,0.789962199,0.192,0.002,16,Cyp2a5,,,,,,,,,,
4.58E-08,0.789063835,0.231,0.007,16,Echdc3,,,,,,,,,,
1.31E-05,0.787306967,0.192,0.01,16,Abhd2,,,,,,,,,,
7.26E-06,0.782228544,0.154,0.002,16,Gpld1,,,,,,,,,,
1.28E-08,0.781508762,0.5,0.104,16,Lman2,,,,,,,,,,
4.39E-10,0.781263217,0.231,0.002,16,Timd2,,,,,,,,,,
5.65E-09,0.780969319,0.423,0.068,16,Got2,,,,,,,,,,
0.000148332,0.778493847,0.154,0.006,16,BC025446,,,,,,,,,,
1.64E-08,0.775243204,0.269,0.02,16,Dgcr6,,,,,,,,,,
5.97E-06,0.772784589,0.615,0.199,16,Ndufb9,,,,,,,,,,
3.34E-07,0.770915147,0.231,0.012,16,Upp2,,,,,,,,,,
2.89E-06,0.769069556,0.385,0.085,16,C4b,,,,,,,,,,
3.73E-07,0.767120486,0.346,0.051,16,Eci2,,,,,,,,,,
8.35E-10,0.765835536,0.577,0.137,16,Surf4,,,,,,,,,,
8.80E-05,0.761484276,0.269,0.045,16,Ube2l6,,,,,,,,,,
5.94E-06,0.760826276,0.423,0.092,16,Dap,,,,,,,,,,
7.56E-09,0.76045934,0.269,0.018,16,Agmat,,,,,,,,,,
2.95E-09,0.760354737,0.192,0.002,16,Abhd3,,,,,,,,,,
7.46E-06,0.750994665,0.615,0.197,16,Cd302,,,,,,,,,,
3.39E-15,0.750473217,0.308,0.007,16,Mug2,,,,,,,,,,
4.95E-07,0.747837936,0.231,0.018,16,Akr1c20,,,,,,,,,,
1.01E-05,0.74618222,0.154,0.003,16,Sema4g,,,,,,,,,,
9.67E-07,0.745222981,0.231,0.015,16,Etnk2,,,,,,,,,,
1.72E-08,0.74509179,0.231,0.014,16,Sult1d1,,,,,,,,,,
9.05E-11,0.744470733,0.385,0.045,16,Gclc,,,,,,,,,,
0.004589252,0.740530702,0.154,0.014,16,Fam213a,,,,,,,,,,
3.63E-06,0.732736714,0.269,0.036,16,Atf5,,,,,,,,,,
1.89E-08,0.730818667,0.231,0.012,16,Nat8f2,,,,,,,,,,
2.41E-13,0.729832581,0.269,0.006,16,Gckr,,,,,,,,,,
1.38E-06,0.729160244,0.154,0.005,16,Slc22a1,,,,,,,,,,
6.29E-14,0.728503651,0.346,0.023,16,Tm4sf4,,,,,,,,,,
0.00051739,0.724443052,0.192,0.021,16,0610007P14Rik,,,,,,,,,,
0.000125528,0.722396286,0.231,0.028,16,Abhd11,,,,,,,,,,
1.75E-12,0.715315283,0.269,0.009,16,Cpn1,,,,,,,,,,
2.47E-07,0.711953614,0.231,0.017,16,Aspdh,,,,,,,,,,
1.08E-11,0.708558483,0.308,0.019,16,Maob,,,,,,,,,,
3.64E-05,0.707485945,0.192,0.026,16,Sco2,,,,,,,,,,
0.001667707,0.706603078,0.231,0.063,16,Mrpl57,,,,,,,,,,
2.06E-09,0.706307778,0.231,0.006,16,BC024386,,,,,,,,,,
1.76E-05,0.706190203,0.154,0.003,16,Gldc,,,,,,,,,,
9.52E-07,0.705205093,0.269,0.03,16,Fads1,,,,,,,,,,
0.000153845,0.702410585,0.192,0.018,16,Sec16a,,,,,,,,,,
7.79E-06,0.701589116,0.192,0.011,16,Mrap,,,,,,,,,,
8.84E-11,0.700002259,0.538,0.109,16,Suclg1,,,,,,,,,,
5.76E-05,0.698418032,0.269,0.041,16,Ak3,,,,,,,,,,
1.68E-06,0.694389302,0.231,0.019,16,Acad11,,,,,,,,,,
1.35E-06,0.694246885,0.423,0.104,16,Chp1,,,,,,,,,,
0.000410364,0.693896523,0.154,0.009,16,Twnk,,,,,,,,,,
0.000193161,0.692655365,0.192,0.019,16,Baat,,,,,,,,,,
3.00E-08,0.691816263,0.269,0.025,16,Mlycd,,,,,,,,,,
1.02E-05,0.691065061,0.385,0.091,16,Marc2,,,,,,,,,,
1.91E-07,0.689059914,0.231,0.018,16,Rbp1,,,,,,,,,,
5.92E-06,0.688443587,0.615,0.199,16,Mdh1,,,,,,,,,,
3.46E-11,0.68683139,0.346,0.037,16,Pecr,,,,,,,,,,
8.28E-08,0.683646935,0.385,0.068,16,Adk,,,,,,,,,,
4.14E-10,0.683088268,0.808,0.256,16,P4hb,,,,,,,,,,
3.36E-07,0.676459228,0.192,0.007,16,Spryd4,,,,,,,,,,
6.87E-07,0.673782243,0.423,0.102,16,Sar1b,,,,,,,,,,
0.00025123,0.673680336,0.192,0.02,16,Aldh1a7,,,,,,,,,,
3.11E-06,0.672322308,0.231,0.02,16,Shmt1,,,,,,,,,,
8.14E-09,0.671342464,0.269,0.021,16,Deptor,,,,,,,,,,
3.97E-08,0.671299511,0.423,0.092,16,Dnajc3,,,,,,,,,,
4.22E-06,0.67035756,0.192,0.014,16,Tmem38b,,,,,,,,,,
1.44E-07,0.669427592,0.269,0.029,16,Ebpl,,,,,,,,,,
6.53E-08,0.668876796,0.192,0.009,16,Serpina12,,,,,,,,,,
2.88E-10,0.666569482,0.269,0.017,16,Papss2,,,,,,,,,,
2.21E-06,0.666343305,0.231,0.021,16,Kyat3,,,,,,,,,,
2.56E-08,0.666298955,0.269,0.023,16,Gstp-ps,,,,,,,,,,
9.61E-05,0.664294006,0.192,0.018,16,Cfb,,,,,,,,,,
0.000495296,0.662293938,0.154,0.01,16,Aadat,,,,,,,,,,
5.87E-12,0.660880626,0.423,0.061,16,Slc31a1,,,,,,,,,,
4.45E-08,0.658394803,0.615,0.223,16,Pdia6,,,,,,,,,,
0.000386837,0.657963895,0.154,0.01,16,Slc37a4,,,,,,,,,,
8.72E-14,0.656627584,0.231,0.003,16,Ces1e,,,,,,,,,,
4.74E-10,0.656569669,0.269,0.018,16,H6pd,,,,,,,,,,
0.00116432,0.654991216,0.192,0.03,16,Hsdl2,,,,,,,,,,
0.001052925,0.654383439,0.192,0.029,16,Dctpp1,,,,,,,,,,
0.008869661,0.654180415,0.154,0.019,16,Pctp,,,,,,,,,,
0.00023151,0.650869014,0.192,0.019,16,Gpt2,,,,,,,,,,
1.00E-09,0.650160175,0.423,0.107,16,Ndufb2,,,,,,,,,,
8.16E-11,0.649835241,0.346,0.044,16,Dcaf11,,,,,,,,,,
1.06E-05,0.649263642,0.308,0.061,16,Gstk1,,,,,,,,,,
8.78E-05,0.648891733,0.231,0.03,16,Gm23935,,,,,,,,,,
9.31E-09,0.648737348,0.269,0.026,16,Thrsp,,,,,,,,,,
0.000512654,0.645083003,0.192,0.025,16,Etfdh,,,,,,,,,,
1.22E-10,0.643451641,0.231,0.009,16,Masp2,,,,,,,,,,
3.93E-07,0.642828741,0.538,0.152,16,Park7,,,,,,,,,,
0.000481223,0.642474668,0.385,0.115,16,Ndufc2,,,,,,,,,,
8.50E-09,0.642162156,0.269,0.045,16,Yif1a,,,,,,,,,,
0.000765973,0.641070155,0.154,0.015,16,Hspb8,,,,,,,,,,
5.26E-07,0.638692487,0.154,0.002,16,Pglyrp2,,,,,,,,,,
0.000208941,0.636698465,0.154,0.012,16,Entpd5,,,,,,,,,,
0.001042545,0.63641383,0.192,0.026,16,Smim20,,,,,,,,,,
5.13E-11,0.636034965,0.615,0.157,16,Tpi1,,,,,,,,,,
1.54E-10,0.636031764,0.231,0.005,16,Abcb4,,,,,,,,,,
8.13E-07,0.635382992,0.192,0.011,16,Kyat1,,,,,,,,,,
0.000333452,0.633102924,0.192,0.022,16,Nrn1,,,,,,,,,,
6.81E-06,0.632123702,0.462,0.138,16,Atp5k,,,,,,,,,,
4.09E-06,0.630426377,0.269,0.037,16,Adi1,,,,,,,,,,
0.001416063,0.628996373,0.154,0.014,16,Mri1,,,,,,,,,,
3.67E-06,0.627894434,0.192,0.011,16,Angptl4,,,,,,,,,,
0.000701198,0.626834745,0.231,0.047,16,Tmem126a,,,,,,,,,,
0.000631401,0.626330161,0.423,0.14,16,Etfb,,,,,,,,,,
1.16E-07,0.626293193,0.231,0.021,16,Nudt7,,,,,,,,,,
4.46E-05,0.623010004,0.154,0.007,16,Hnf4a,,,,,,,,,,
4.50E-07,0.621596963,0.154,0.002,16,Mst1,,,,,,,,,,
7.48E-10,0.621572263,0.846,0.297,16,Tmbim6,,,,,,,,,,
