p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,,
4.69E-09,1.181875324,0.722,0.241,24,Sh3bgrl3,,,,,,,,,,,
3.88E-11,1.178443105,0.278,0.01,24,Cyth4,,,,,,,,,,,
1.35E-10,1.175921877,0.25,0.006,24,Ppm1m,,,,,,,,,,,
9.77E-05,1.171292578,0.194,0.031,24,Cxx1b,,,,,,,,,,,
1.50E-14,1.170783425,0.889,0.429,24,Rps18,,,,,,,,,,,
1.16E-05,1.1673709,0.417,0.113,24,Coro1b,,,,,,,,,,,
4.46E-06,1.161226226,0.278,0.044,24,Arhgap17,,,,,,,,,,,
4.06E-07,1.140446383,0.583,0.234,24,Npc2,,,,,,,,,,,
9.68E-07,1.13578226,0.222,0.023,24,Pak1,,,,,,,,,,,
3.04E-09,1.135540335,0.194,0.003,24,St3gal5,,,,,,,,,,,
4.31E-05,1.128881039,0.361,0.084,24,Psme2,,,,,,,,,,,
1.84E-08,1.120613057,0.194,0.006,24,Clec12a,,,,,,,,,,,
1.00E-19,1.118980227,0.972,0.654,24,Rps24,,,,,,,,,,,
6.02E-19,1.112869438,1,0.475,24,B2m,,,,,,,,,,,
0.000336067,1.105653183,0.306,0.071,24,Ifi30,,,,,,,,,,,
2.43E-16,1.102961874,1,0.509,24,Rps16,,,,,,,,,,,
8.54E-05,1.101859274,0.556,0.317,24,Dnajb1,,,,,,,,,,,
2.04E-10,1.099030853,0.167,0.002,24,Dpep2,,,,,,,,,,,
2.66E-11,1.09796807,0.778,0.449,24,Rpl22,,,,,,,,,,,
1.54E-11,1.096725579,0.861,0.431,24,Rpl27a,,,,,,,,,,,
1.13E-06,1.094649925,0.167,0.005,24,Havcr2,,,,,,,,,,,
2.56E-09,1.094111462,0.333,0.044,24,Vim,,,,,,,,,,,
6.73E-10,1.077362728,0.278,0.021,24,Tgfbi,,,,,,,,,,,
1.57E-16,1.075285382,0.972,0.552,24,Rpsa,,,,,,,,,,,
5.54E-06,1.072908252,0.222,0.02,24,Plek,,,,,,,,,,,
1.60E-23,1.072055905,1,0.772,24,Rpl18a,,,,,,,,,,,
1.84E-07,1.071211142,0.222,0.012,24,Irf5,,,,,,,,,,,
1.70E-11,1.069867564,0.861,0.481,24,Rps4x,,,,,,,,,,,
1.69E-07,1.065791288,0.222,0.013,24,Pld4,,,,,,,,,,,
3.40E-24,1.060879668,0.972,0.793,24,Rpl13,,,,,,,,,,,
3.55E-07,1.057319643,0.194,0.007,24,AI662270,,,,,,,,,,,
0.0003594,1.055542029,0.278,0.063,24,Commd8,,,,,,,,,,,
0.000604743,1.053228605,0.222,0.053,24,Dbnl,,,,,,,,,,,
2.16E-18,1.051703753,1,0.739,24,Rps9,,,,,,,,,,,
0.000558632,1.049117211,0.306,0.085,24,Rpl13a,,,,,,,,,,,
0.00026637,1.046863459,0.222,0.033,24,Hnrnpa1,,,,,,,,,,,
8.31E-22,1.044337705,0.917,0.767,24,Rpl32,,,,,,,,,,,
2.68E-14,1.043907174,0.944,0.558,24,Rps7,,,,,,,,,,,
1.51E-07,1.042980458,0.194,0.007,24,Batf3,,,,,,,,,,,
5.07E-06,1.040506285,0.278,0.037,24,Emp3,,,,,,,,,,,
3.12E-06,1.037999842,0.194,0.012,24,Gpr65,,,,,,,,,,,
5.64E-08,1.037719512,0.722,0.388,24,Ptma,,,,,,,,,,,
9.68E-06,1.033520892,0.222,0.019,24,Gpcpd1,,,,,,,,,,,
1.50E-05,1.03259427,0.389,0.094,24,Rala,,,,,,,,,,,
2.90E-05,1.031585468,0.25,0.035,24,Nr4a1,,,,,,,,,,,
2.04E-05,1.021697583,0.222,0.021,24,Cnn2,,,,,,,,,,,
4.66E-21,1.009755755,1,0.699,24,Rps15a,,,,,,,,,,,
7.28E-05,1.008127455,0.306,0.057,24,Plac8,,,,,,,,,,,
0.000352396,0.999575831,0.25,0.05,24,Gltp,,,,,,,,,,,
1.03E-11,0.997745615,0.917,0.47,24,Rpl17,,,,,,,,,,,
6.64E-09,0.9965767,0.167,0.002,24,Cenpm,,,,,,,,,,,
7.48E-05,0.992798564,0.389,0.102,24,Gm15427,,,,,,,,,,,
1.82E-16,0.99264554,0.917,0.691,24,Rps26,,,,,,,,,,,
1.53E-19,0.991293807,1,0.814,24,Rps29,,,,,,,,,,,
0.000700646,0.990169632,0.278,0.066,24,Ctsc,,,,,,,,,,,
4.33E-07,0.988196343,0.306,0.039,24,Csf2ra,,,,,,,,,,,
1.14E-11,0.985063662,0.778,0.552,24,Rpl3,,,,,,,,,,,
6.07E-13,0.981511911,0.944,0.631,24,Rps19,,,,,,,,,,,
1.67E-14,0.975794064,0.889,0.667,24,Rpl37,,,,,,,,,,,
1.17E-05,0.9752318,0.167,0.008,24,Scimp,,,,,,,,,,,
3.14E-10,0.971209062,0.167,0.001,24,Btla,,,,,,,,,,,
1.09E-10,0.970490033,0.833,0.451,24,Rpl35,,,,,,,,,,,
2.49E-07,0.967997226,0.194,0.009,24,Sh3bp1,,,,,,,,,,,
0.001900671,0.967572978,0.306,0.102,24,Atg3,,,,,,,,,,,
0.000261014,0.967149612,0.194,0.033,24,Cdc42se2,,,,,,,,,,,
1.42E-06,0.966329566,0.222,0.018,24,Anxa1,,,,,,,,,,,
0.001849244,0.954690612,0.25,0.057,24,Anp32e,,,,,,,,,,,
9.02E-05,0.953397319,0.5,0.172,24,Snrpg,,,,,,,,,,,
0.001155697,0.951926356,0.167,0.038,24,Stmn1,,,,,,,,,,,
1.06E-06,0.949024982,0.306,0.047,24,Ptpn18,,,,,,,,,,,
0.001672298,0.948900086,0.222,0.046,24,Plekhf2,,,,,,,,,,,
3.66E-07,0.947868218,0.722,0.281,24,Btf3,,,,,,,,,,,
2.34E-10,0.944389122,0.167,0.001,24,Clec9a,,,,,,,,,,,
9.53E-07,0.940215759,0.5,0.139,24,Ckb,,,,,,,,,,,
3.15E-10,0.930264752,0.889,0.518,24,Rpl18,,,,,,,,,,,
5.61E-06,0.9275621,0.167,0.008,24,Mir142hg,,,,,,,,,,,
0.002952121,0.919809095,0.306,0.093,24,Phlda1,,,,,,,,,,,
3.22E-06,0.914395,0.306,0.069,24,Hexa,,,,,,,,,,,
0.000880436,0.912272925,0.167,0.022,24,Cxx1a,,,,,,,,,,,
2.05E-11,0.908940485,0.917,0.495,24,Rps12,,,,,,,,,,,
1.50E-06,0.906832323,0.306,0.045,24,Vasp,,,,,,,,,,,
3.91E-13,0.906098906,1,0.797,24,Rps27,,,,,,,,,,,
2.02E-13,0.905795926,0.944,0.682,24,Rplp0,,,,,,,,,,,
1.02E-09,0.901391991,0.833,0.513,24,Rpl39,,,,,,,,,,,
1.26E-08,0.90056631,0.194,0.008,24,Ccr2,,,,,,,,,,,
2.15E-06,0.89636914,0.167,0.006,24,Cks1b,,,,,,,,,,,
8.77E-05,0.895809188,0.167,0.012,24,Apobec3,,,,,,,,,,,
6.91E-11,0.89522645,0.917,0.624,24,Rplp2,,,,,,,,,,,
0.009191234,0.894062453,0.167,0.037,24,Dut,,,,,,,,,,,
0.003704364,0.894038491,0.333,0.129,24,Cct5,,,,,,,,,,,
6.78E-15,0.892335103,0.972,0.674,24,Rps3a1,,,,,,,,,,,
3.59E-11,0.891981133,0.944,0.639,24,Rps27a,,,,,,,,,,,
6.34E-10,0.889499361,0.833,0.567,24,Rps13,,,,,,,,,,,
0.002716512,0.889361029,0.194,0.034,24,Tor1aip1,,,,,,,,,,,
0.002923204,0.888398312,0.333,0.11,24,M6pr,,,,,,,,,,,
0.00386087,0.878725075,0.194,0.035,24,Leprotl1,,,,,,,,,,,
0.00052933,0.868036309,0.306,0.072,24,Ppp1r11,,,,,,,,,,,
7.11E-08,0.867177007,0.861,0.539,24,Rpl4,,,,,,,,,,,
1.03E-07,0.866597904,0.861,0.477,24,Rps20,,,,,,,,,,,
8.46E-05,0.863080299,0.583,0.313,24,Rack1,,,,,,,,,,,
0.004871464,0.859355048,0.306,0.097,24,Nap1l1,,,,,,,,,,,
2.17E-09,0.858761043,0.889,0.592,24,Fau,,,,,,,,,,,
6.65E-09,0.857723255,0.833,0.581,24,Rps23,,,,,,,,,,,
0.000136066,0.857712377,0.167,0.015,24,Hcls1,,,,,,,,,,,
2.98E-12,0.857071156,0.972,0.735,24,Rpl11,,,,,,,,,,,
4.45E-06,0.855310356,0.167,0.009,24,Cenpa,,,,,,,,,,,
0.000258131,0.855108803,0.472,0.223,24,Pabpc1,,,,,,,,,,,
0.002727064,0.8545443,0.25,0.058,24,Klf2,,,,,,,,,,,
1.13E-07,0.848553878,0.167,0.007,24,Psmb9,,,,,,,,,,,
0.001632285,0.847783375,0.444,0.2,24,Capzb,,,,,,,,,,,
1.55E-07,0.846993796,0.222,0.018,24,Cd86,,,,,,,,,,,
0.001512816,0.845522246,0.25,0.056,24,Snrpc,,,,,,,,,,,
2.78E-11,0.84539627,0.944,0.765,24,Rpl10,,,,,,,,,,,
6.26E-05,0.8409889,0.306,0.068,24,Txndc15,,,,,,,,,,,
2.74E-07,0.83791742,0.778,0.405,24,Rpl27,,,,,,,,,,,
0.002465346,0.835913704,0.194,0.032,24,Nudt21,,,,,,,,,,,
1.13E-07,0.83155509,0.833,0.579,24,Rpl30,,,,,,,,,,,
9.08E-08,0.831156276,0.889,0.548,24,Rps15,,,,,,,,,,,
0.000617707,0.829803363,0.194,0.029,24,Rpl39-ps,,,,,,,,,,,
1.09E-08,0.828497899,0.889,0.621,24,Rpl14,,,,,,,,,,,
4.31E-10,0.827638782,0.833,0.669,24,Rps21,,,,,,,,,,,
4.54E-07,0.822928377,0.222,0.02,24,Unc93b1,,,,,,,,,,,
6.37E-05,0.821317164,0.194,0.036,24,Ier5,,,,,,,,,,,
4.08E-07,0.8149247,0.167,0.011,24,Bcl2a1d,,,,,,,,,,,
0.000723743,0.811937873,0.528,0.238,24,Npm1,,,,,,,,,,,
3.29E-06,0.80880565,0.194,0.014,24,Rab32,,,,,,,,,,,
2.04E-06,0.807238833,0.778,0.5,24,Rpl19,,,,,,,,,,,
9.10E-13,0.803383571,0.972,0.844,24,Rplp1,,,,,,,,,,,
8.73E-06,0.80253655,0.778,0.403,24,Rps28,,,,,,,,,,,
3.46E-09,0.797707532,0.861,0.576,24,Rpl35a,,,,,,,,,,,
0.009690922,0.795106906,0.389,0.169,24,Ran,,,,,,,,,,,
5.83E-11,0.793288243,0.944,0.749,24,Hspa8,,,,,,,,,,,
1.15E-08,0.791178461,0.861,0.622,24,Rps3,,,,,,,,,,,
7.12E-11,0.787008039,1,0.749,24,Rps14,,,,,,,,,,,
7.97E-06,0.778285698,0.167,0.012,24,Glipr1,,,,,,,,,,,
1.38E-06,0.778268456,0.806,0.562,24,Rpl34,,,,,,,,,,,
0.002249619,0.775320218,0.444,0.171,24,Hnrnpc,,,,,,,,,,,
0.000216007,0.774672809,0.278,0.086,24,Tpm3,,,,,,,,,,,
0.000641562,0.773946174,0.222,0.043,24,Mbnl1,,,,,,,,,,,
8.93E-06,0.769678756,0.806,0.52,24,Rpl31,,,,,,,,,,,
5.16E-05,0.766358322,0.361,0.091,24,Tyrobp,,,,,,,,,,,
0.000507601,0.765749179,0.611,0.29,24,Taldo1,,,,,,,,,,,
0.00115857,0.763727313,0.5,0.25,24,Clic1,,,,,,,,,,,
6.19E-05,0.760604546,0.722,0.371,24,Rps10,,,,,,,,,,,
4.86E-10,0.760407333,0.611,0.149,24,Lyz2,,,,,,,,,,,
4.68E-06,0.756316845,0.833,0.54,24,Rps25,,,,,,,,,,,
0.002462388,0.753336362,0.167,0.026,24,Cd36,,,,,,,,,,,
2.99E-05,0.7448943,0.75,0.504,24,Cfl1,,,,,,,,,,,
0.007604796,0.739239885,0.306,0.099,24,Ranbp1,,,,,,,,,,,
0.004071941,0.738461489,0.5,0.242,24,Pomp,,,,,,,,,,,
0.00424392,0.734804021,0.444,0.226,24,Gdi2,,,,,,,,,,,
0.000651705,0.730394143,0.722,0.467,24,Actg1,,,,,,,,,,,
0.000707907,0.729187491,0.583,0.28,24,Gas5,,,,,,,,,,,
0.002175242,0.727246197,0.278,0.072,24,Dnajc8,,,,,,,,,,,
0.00115838,0.726653556,0.694,0.408,24,Id2,,,,,,,,,,,
1.69E-08,0.724176206,0.944,0.67,24,Rpl37a,,,,,,,,,,,
0.002872193,0.721670573,0.472,0.224,24,Rps6,,,,,,,,,,,
6.44E-07,0.718961541,0.917,0.629,24,Rpl8,,,,,,,,,,,
0.000896941,0.718358558,0.583,0.367,24,Rpl15,,,,,,,,,,,
0.005630033,0.711472204,0.444,0.198,24,Ssr4,,,,,,,,,,,
1.23E-08,0.711112332,0.972,0.753,24,Rpl26,,,,,,,,,,,
1.10E-10,0.708569365,1,0.866,24,Rpl41,,,,,,,,,,,
0.002499744,0.70174195,0.528,0.245,24,Arpc3,,,,,,,,,,,
1.49E-05,0.688898524,0.806,0.558,24,Rpl38,,,,,,,,,,,
5.35E-05,0.673637415,0.806,0.472,24,Rpl28,,,,,,,,,,,
0.000115452,0.673543166,0.778,0.446,24,Rpl23a,,,,,,,,,,,
0.00357153,0.671564514,0.528,0.342,24,Rpl36al,,,,,,,,,,,
0.003307781,0.667344906,0.472,0.236,24,Tagln2,,,,,,,,,,,
0.001596081,0.664443246,0.528,0.272,24,Rpl12,,,,,,,,,,,
0.004257703,0.659202301,0.222,0.061,24,Skap2,,,,,,,,,,,
1.74E-05,0.654604839,0.861,0.624,24,Rpl36,,,,,,,,,,,
0.000758806,0.652415185,0.667,0.447,24,Atox1,,,,,,,,,,,
3.77E-06,0.648254358,0.889,0.634,24,Rpl21,,,,,,,,,,,
0.000187454,0.644302919,0.167,0.025,24,Efhd2,,,,,,,,,,,
0.000172864,0.642905072,0.306,0.079,24,Ctss,,,,,,,,,,,
2.90E-07,0.635914737,0.75,0.331,24,H2-K1,,,,,,,,,,,
0.007163147,0.634097817,0.194,0.043,24,Hn1,,,,,,,,,,,
0.001173158,0.632078045,0.583,0.327,24,Rpl10a,,,,,,,,,,,
0.000166862,0.60305317,0.861,0.633,24,Rpl7,,,,,,,,,,,
0.001671836,0.595857067,0.75,0.518,24,Rps8,,,,,,,,,,,
2.88E-05,0.593612558,0.5,0.184,24,H2-D1,,,,,,,,,,,
1.33E-06,0.590657565,0.639,0.254,24,Cd24a,,,,,,,,,,,
0.006858155,0.569081199,0.778,0.534,24,Hsp90ab1,,,,,,,,,,,
5.39E-05,0.568469756,0.889,0.723,24,Rps2,,,,,,,,,,,
0.004757786,0.564788085,0.194,0.069,24,Gm2000,,,,,,,,,,,
5.37E-05,0.562724853,0.917,0.643,24,Rpl23,,,,,,,,,,,
0.004071871,0.560909309,0.722,0.449,24,Txn1,,,,,,,,,,,
0.000860205,0.560083574,0.917,0.858,24,Ubb,,,,,,,,,,,
0.00063088,0.558221269,0.583,0.288,24,Gm10736,,,,,,,,,,,
0.004755654,0.542736259,0.167,0.031,24,Ptrhd1,,,,,,,,,,,
0.000573331,0.520246236,0.833,0.706,24,Tpt1,,,,,,,,,,,
0.001961691,0.511514143,0.25,0.094,24,Anxa2,,,,,,,,,,,
0.007043326,0.506463942,0.444,0.271,24,Rab11a,,,,,,,,,,,
0.009316817,0.50455623,0.167,0.04,24,Csnk1d,,,,,,,,,,,
0.000914813,0.492995869,0.417,0.181,24,Reep5,,,,,,,,,,,
0.001142388,0.487137388,0.222,0.059,24,Il1b,,,,,,,,,,,
0.005213982,0.484865536,0.806,0.62,24,Eef1a1,,,,,,,,,,,
0.008142118,0.463150686,0.278,0.113,24,Supt4a,,,,,,,,,,,
0.001436092,0.404606673,0.167,0.072,24,Nsmce1,,,,,,,,,,,
3.14E-26,2.961384888,0.657,0.052,25,Cxcl10,,Stromal cell_Cxcl10 high,,,,,,,,,
1.22E-33,2.422706806,0.886,0.083,25,Tnfrsf12a,,,,,,,,,,,
1.27E-21,2.288670906,0.686,0.099,25,Maff,,,,,,,,,,,
2.94E-13,2.130297025,0.257,0.009,25,Ifit1,,,,,,,,,,,
2.05E-24,2.103319152,0.943,0.224,25,Hmox1,,,,,,,,,,,
3.70E-27,2.079825299,0.943,0.229,25,Ifrd1,,,,,,,,,,,
6.51E-23,1.899435959,0.914,0.203,25,Atf3,,,,,,,,,,,
1.79E-08,1.875816551,0.286,0.034,25,Isg15,,,,,,,,,,,
4.13E-17,1.854153241,0.714,0.125,25,Gadd45a,,,,,,,,,,,
2.27E-15,1.764442635,0.743,0.142,25,Hbegf,,,,,,,,,,,
2.71E-11,1.645678054,0.429,0.038,25,Noct,,,,,,,,,,,
4.17E-10,1.633813121,0.657,0.197,25,Mt2,,,,,,,,,,,
1.40E-13,1.627526731,0.714,0.15,25,Gadd45b,,,,,,,,,,,
3.44E-10,1.593857683,0.486,0.076,25,Cebpd,,,,,,,,,,,
1.31E-07,1.526515171,0.4,0.082,25,Rcan1,,,,,,,,,,,
1.40E-16,1.520435595,0.943,0.522,25,Mt1,,,,,,,,,,,
2.70E-13,1.513560084,0.714,0.185,25,Slc12a3,,,,,,,,,,,
2.02E-18,1.512346972,0.914,0.426,25,Sqstm1,,,,,,,,,,,
2.07E-08,1.481100195,0.514,0.155,25,Btg2,,,,,,,,,,,
2.81E-08,1.468028463,0.429,0.071,25,Slc38a2,,,,,,,,,,,
5.16E-08,1.453157016,0.429,0.073,25,Lmna,,,,,,,,,,,
5.22E-05,1.427193257,0.286,0.045,25,Ccl5,,,,,,,,,,,
1.03E-10,1.425611685,0.686,0.203,25,Krt8,,,,,,,,,,,
2.04E-05,1.387566947,0.2,0.029,25,Tuft1,,,,,,,,,,,
9.13E-19,1.381247563,0.914,0.465,25,Actg1,,,,,,,,,,,
6.97E-08,1.374185362,0.4,0.064,25,Ccnl1,,,,,,,,,,,
4.29E-07,1.364792583,0.171,0.007,25,Oasl1,,,,,,,,,,,
1.34E-06,1.311722048,0.343,0.09,25,Rtn4,,,,,,,,,,,
6.73E-09,1.296453601,0.4,0.089,25,Arl6ip5,,,,,,,,,,,
4.33E-07,1.271591024,0.514,0.145,25,Tuba1c,,,,,,,,,,,
3.27E-06,1.261912209,0.314,0.045,25,Pqlc1,,,,,,,,,,,
0.000101924,1.261186099,0.343,0.076,25,Sfn,,,,,,,,,,,
0.000337382,1.256621119,0.2,0.036,25,Nr4a1,,,,,,,,,,,
3.48E-05,1.249126608,0.343,0.074,25,Ddit3,,,,,,,,,,,
7.93E-06,1.243879825,0.257,0.031,25,Rell1,,,,,,,,,,,
2.76E-06,1.236548112,0.286,0.036,25,Ppp1r15a,,,,,,,,,,,
8.91E-06,1.219808893,0.343,0.065,25,Cited2,,,,,,,,,,,
1.67E-05,1.219520913,0.4,0.149,25,Fabp3,,,,,,,,,,,
9.75E-09,1.215553445,0.714,0.266,25,Tsc22d1,,,,,,,,,,,
2.46E-07,1.213599163,0.257,0.02,25,Gas1,,,,,,,,,,,
2.02E-15,1.21226781,0.971,0.584,25,Ubc,,,,,,,,,,,
4.81E-06,1.20715134,0.429,0.107,25,Actn4,,,,,,,,,,,
0.000182009,1.205294516,0.286,0.058,25,Sprr1a,,,,,,,,,,,
5.97E-11,1.199979686,0.8,0.253,25,Cd24a,,,,,,,,,,,
1.02E-05,1.19927685,0.343,0.06,25,Srxn1,,,,,,,,,,,
2.50E-05,1.198552069,0.314,0.051,25,Pim1,,,,,,,,,,,
1.21E-05,1.171688507,0.371,0.08,25,Brd2,,,,,,,,,,,
1.38E-06,1.151834516,0.629,0.227,25,Fos,,,,,,,,,,,
0.000129539,1.139767017,0.286,0.057,25,Sertad1,,,,,,,,,,,
0.000110385,1.132841564,0.2,0.023,25,Rnd3,,,,,,,,,,,
2.18E-06,1.128985527,0.6,0.228,25,Sdc4,,,,,,,,,,,
4.97E-06,1.125599808,0.657,0.278,25,Ier3,,,,,,,,,,,
0.000175237,1.124575478,0.429,0.147,25,Errfi1,,,,,,,,,,,
4.38E-06,1.124448191,0.4,0.092,25,Cdkn1a,,,,,,,,,,,
5.24E-06,1.104930328,0.171,0.014,25,Klhl21,,,,,,,,,,,
0.000327332,1.093144743,0.171,0.018,25,Itga6,,,,,,,,,,,
0.00215586,1.092244039,0.2,0.044,25,Csrnp1,,,,,,,,,,,
0.002213594,1.087708354,0.257,0.073,25,Sgms2,,,,,,,,,,,
1.42E-09,1.083705574,0.771,0.464,25,Actb,,,,,,,,,,,
4.91E-05,1.082544235,0.171,0.011,25,Sphk1,,,,,,,,,,,
0.000244752,1.080442808,0.286,0.08,25,Txnrd1,,,,,,,,,,,
9.42E-08,1.073293806,0.2,0.007,25,Fam46b,,,,,,,,,,,
0.000310769,1.059176653,0.257,0.046,25,Grpel2,,,,,,,,,,,
4.70E-05,1.045614917,0.457,0.14,25,Psmd11,,,,,,,,,,,
0.000755574,1.042416618,0.229,0.048,25,Ciapin1,,,,,,,,,,,
5.46E-07,1.039943833,0.486,0.133,25,Chka,,,,,,,,,,,
4.88E-06,1.035615225,0.571,0.194,25,Zfp36,,,,,,,,,,,
0.000784732,1.0282078,0.314,0.076,25,Csrp1,,,,,,,,,,,
0.006715056,1.019976141,0.2,0.055,25,Uap1,,,,,,,,,,,
9.24E-06,1.010285975,0.629,0.303,25,S100a10,,,,,,,,,,,
1.62E-06,1.006671563,0.343,0.063,25,Tacstd2,,,,,,,,,,,
0.000186369,0.988395228,0.2,0.046,25,Zfand2b,,,,,,,,,,,
2.41E-09,0.982221288,0.886,0.409,25,Defb1,,,,,,,,,,,
0.000132419,0.972853069,0.343,0.077,25,Rrad,,,,,,,,,,,
4.27E-07,0.95672975,0.771,0.314,25,Clu,,,,,,,,,,,
0.000244282,0.947149761,0.4,0.132,25,Pim3,,,,,,,,,,,
0.000135216,0.940439729,0.286,0.053,25,Emp1,,,,,,,,,,,
0.000319091,0.93531251,0.286,0.057,25,Elf3,,,,,,,,,,,
0.008013536,0.93486156,0.2,0.069,25,Clk4,,,,,,,,,,,
8.77E-05,0.929558028,0.4,0.107,25,Krt18,,,,,,,,,,,
0.000834847,0.928998506,0.343,0.092,25,Zfp36l1,,,,,,,,,,,
1.84E-05,0.922023261,0.343,0.072,25,Gpx6,,,,,,,,,,,
0.002327085,0.912569046,0.229,0.046,25,Clcnka,,,,,,,,,,,
0.002566946,0.904577705,0.257,0.08,25,Ypel5,,,,,,,,,,,
0.007653679,0.903331303,0.286,0.096,25,Eif1a,,,,,,,,,,,
1.73E-05,0.897949694,0.371,0.105,25,Dnajb9,,,,,,,,,,,
2.16E-08,0.895798159,0.914,0.609,25,H3f3b,,,,,,,,,,,
0.001910257,0.895019383,0.229,0.052,25,Nabp1,,,,,,,,,,,
0.000395268,0.889864313,0.429,0.194,25,Atf4,,,,,,,,,,,
0.002277284,0.88693715,0.4,0.143,25,Pnrc1,,,,,,,,,,,
0.007328361,0.886796364,0.229,0.06,25,Slc1a5,,,,,,,,,,,
0.002760011,0.877269591,0.257,0.06,25,Plpp3,,,,,,,,,,,
0.000613132,0.864215064,0.2,0.049,25,Trpm7,,,,,,,,,,,
1.92E-05,0.860593747,0.6,0.268,25,Neat1,,,,,,,,,,,
0.004971132,0.857113939,0.171,0.03,25,Nfil3,,,,,,,,,,,
8.86E-08,0.851250808,0.857,0.453,25,Umod,,,,,,,,,,,
0.000174571,0.850262156,0.4,0.114,25,Egr1,,,,,,,,,,,
0.00216516,0.820640992,0.314,0.113,25,Eif3g,,,,,,,,,,,
9.41E-05,0.820522949,0.571,0.226,25,Lgals3,,,,,,,,,,,
0.001032146,0.818027816,0.257,0.068,25,Map2k3,,,,,,,,,,,
0.000381625,0.816031952,0.2,0.032,25,1810011O10Rik,,,,,,,,,,,
0.001583113,0.804991407,0.286,0.074,25,Fosb,,,,,,,,,,,
0.001527299,0.787724773,0.543,0.281,25,Gas5,,,,,,,,,,,
0.001915469,0.78078077,0.543,0.252,25,Myl12a,,,,,,,,,,,
1.22E-08,0.777025374,0.829,0.401,25,Wfdc15b,,,,,,,,,,,
0.005664124,0.769930401,0.2,0.05,25,Wdr45b,,,,,,,,,,,
0.001390021,0.757406919,0.571,0.321,25,Mrps6,,,,,,,,,,,
0.00030903,0.75033144,0.429,0.14,25,Ckb,,,,,,,,,,,
0.006024788,0.749652528,0.257,0.08,25,Hspa1b,,,,,,,,,,,
3.78E-08,0.748794388,0.914,0.532,25,Atp1a1,,,,,,,,,,,
1.99E-05,0.735171322,0.943,0.716,25,Spp1,,,,,,,,,,,
0.000185396,0.729796868,0.343,0.092,25,Ddx3x,,,,,,,,,,,
0.002015744,0.722997582,0.314,0.127,25,Wsb1,,,,,,,,,,,
0.009339075,0.71774325,0.486,0.25,25,Pkm,,,,,,,,,,,
0.005360157,0.705753941,0.343,0.126,25,Fam107b,,,,,,,,,,,
0.00012555,0.704974305,0.171,0.086,25,Rbpms,,,,,,,,,,,
0.000580728,0.704437788,0.171,0.021,25,Pkd2,,,,,,,,,,,
0.000459014,0.682364092,0.371,0.123,25,Epcam,,,,,,,,,,,
0.004947277,0.682253762,0.286,0.1,25,Ppp1cb,,,,,,,,,,,
0.001047816,0.673649886,0.743,0.458,25,Ddx5,,,,,,,,,,,
0.005860953,0.662030155,0.229,0.063,25,Lhx1os,,,,,,,,,,,
0.002083947,0.642621907,0.171,0.027,25,Cldn3,,,,,,,,,,,
1.57E-05,0.629729345,0.857,0.514,25,Ly6a,,,,,,,,,,,
1.11E-07,0.627794722,0.971,0.858,25,Ubb,,,,,,,,,,,
0.002330332,0.626624124,0.286,0.107,25,Cldn7,,,,,,,,,,,
0.00223694,0.626015603,0.171,0.042,25,1700040L02Rik,,,,,,,,,,,
0.007991763,0.621612391,0.171,0.042,25,Ndfip2,,,,,,,,,,,
0.006426934,0.608732655,0.314,0.177,25,Srsf2,,,,,,,,,,,
6.02E-10,0.59830502,0.657,0.232,25,Egf,,,,,,,,,,,
0.00984448,0.55749382,0.2,0.062,25,Bag3,,,,,,,,,,,
0.001461741,0.554236618,0.686,0.423,25,Ivns1abp,,,,,,,,,,,
9.64E-05,0.539231707,0.171,0.111,25,F11r,,,,,,,,,,,
0.002297416,0.518514935,0.571,0.301,25,Ctsd,,,,,,,,,,,
0.002336184,0.504269742,0.543,0.263,25,Kng2,,,,,,,,,,,
0.001480281,0.503440336,0.857,0.651,25,Gabarapl1,,,,,,,,,,,
1.62E-06,0.470944234,0.686,0.282,25,Gadd45g,,,,,,,,,,,
0.003479975,0.469558948,0.343,0.138,25,Junb,,,,,,,,,,,
0.001179988,0.460393448,0.914,0.855,25,mt-Nd5,,,,,,,,,,,
0.000147093,0.459525416,0.943,0.749,25,Hspa8,,,,,,,,,,,
0.003316461,0.451920673,0.857,0.596,25,Atp1b1,,,,,,,,,,,
2.75E-95,5.697589561,0.81,0.095,26,Igkc,,B cell,,,,,,,,,
1.96E-60,5.606031843,0.381,0.036,26,Igha,,,,,,,,,,,
1.14E-40,5.106172916,0.429,0.013,26,Jchain,,,,,,,,,,,
2.64E-35,4.64469462,0.429,0.047,26,Iglc1,,,,,,,,,,,
3.70E-21,4.452897184,0.333,0.008,26,Iglv1,,,,,,,,,,,
1.16E-13,2.560822199,0.381,0.022,26,Ighm,,,,,,,,,,,
1.81E-10,2.340781178,0.286,0.007,26,Trp53inp1,,,,,,,,,,,
1.07E-23,2.259935175,0.524,0.001,26,Mzb1,,,,,,,,,,,
2.87E-17,2.151046572,0.429,0.003,26,Cd79b,,,,,,,,,,,
7.63E-13,2.12584986,0.286,0,26,Iglc2,,,,,,,,,,,
4.40E-18,2.002243694,0.476,0.003,26,Cd79a,,,,,,,,,,,
1.47E-08,1.748975497,0.286,0.006,26,Cd37,,,,,,,,,,,
7.53E-07,1.702886809,0.381,0.068,26,Sec11c,,,,,,,,,,,
4.59E-09,1.694501513,0.238,0.001,26,Ms4a1,,,,,,,,,,,
