p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
2.25E-06,1.044250253,0.268,0.052,13,Nfkbiz,,,,,,,,,
1.50E-06,1.043583451,0.537,0.273,13,2410006H16Rik,,,,,,,,,
1.05E-11,1.040740759,0.195,0.003,13,Cyp4f18,,,,,,,,,
1.59E-14,1.040006846,0.341,0.018,13,Cyth4,,,,,,,,,
4.63E-12,1.032873131,0.244,0.005,13,Lilr4b,,,,,,,,,
2.11E-07,1.02931981,0.512,0.145,13,Gm2a,,,,,,,,,
6.09E-10,1.029001617,0.293,0.028,13,Tmem173,,,,,,,,,
2.23E-05,1.027987846,0.317,0.078,13,Lpl,,,,,,,,,
5.94E-06,1.012015243,0.171,0.06,13,Hcar2,,,,,,,,,
3.19E-11,1.010276802,0.22,0.004,13,Igsf6,,,,,,,,,
1.18E-12,1.003846032,0.244,0.004,13,Slamf8,,,,,,,,,
2.19E-10,1.000513114,0.195,0.003,13,Fgr,,,,,,,,,
5.58E-07,1.000309237,0.22,0.016,13,Hcls1,,,,,,,,,
2.70E-09,0.999996353,0.244,0.013,13,Lyn,,,,,,,,,
5.41E-05,0.997474722,0.439,0.149,13,AW112010,,,,,,,,,
1.64E-05,0.994943311,0.171,0.011,13,Ms4a7,,,,,,,,,
1.80E-06,0.994651973,0.171,0.011,13,Mxd1,,,,,,,,,
3.29E-05,0.991045408,0.293,0.07,13,Tpst2,,,,,,,,,
1.12E-17,0.990286098,0.244,0.001,13,Sirpb1c,,,,,,,,,
1.11E-08,0.982611373,0.78,0.335,13,Fxyd5,,,,,,,,,
1.04E-05,0.981034199,0.463,0.19,13,Zfas1,,,,,,,,,
1.94E-10,0.972433608,0.268,0.014,13,Tifa,,,,,,,,,
4.00E-06,0.96914656,0.268,0.068,13,Mafb,,,,,,,,,
5.03E-08,0.962553508,0.732,0.491,13,Dusp1,,,,,,,,,
4.82E-05,0.962465328,0.244,0.054,13,Irf8,,,,,,,,,
4.57E-07,0.949394281,0.22,0.03,13,Fermt3,,,,,,,,,
1.43E-07,0.944223462,0.488,0.27,13,Capza2,,,,,,,,,
2.20E-09,0.943623687,0.171,0.002,13,Ncf4,,,,,,,,,
4.08E-05,0.942158848,0.317,0.081,13,Vsir,,,,,,,,,
9.88E-07,0.940735521,0.341,0.06,13,Zeb2,,,,,,,,,
6.80E-08,0.940478741,0.22,0.012,13,Itgb7,,,,,,,,,
3.82E-14,0.933401182,0.22,0.001,13,Sirpb1b,,,,,,,,,
1.17E-05,0.928990661,0.195,0.025,13,Lfng,,,,,,,,,
2.29E-06,0.926798928,0.195,0.013,13,Tnfrsf1b,,,,,,,,,
3.11E-07,0.926119947,0.585,0.245,13,Ctsz,,,,,,,,,
0.000261948,0.925684639,0.244,0.135,13,Zfp622,,,,,,,,,
3.46E-09,0.925600641,0.22,0.007,13,Ifi204,,,,,,,,,
0.000220546,0.924861641,0.22,0.037,13,Isg15,,,,,,,,,
9.26E-08,0.90863052,0.171,0.004,13,Cytip,,,,,,,,,
4.10E-12,0.907374348,0.976,0.725,13,Actb,,,,,,,,,
0.000411104,0.903708832,0.22,0.049,13,Emilin2,,,,,,,,,
5.64E-15,0.899968543,0.244,0.002,13,Pou2f2,,,,,,,,,
1.80E-08,0.891208857,0.195,0.006,13,Batf3,,,,,,,,,
2.56E-06,0.890831363,0.195,0.028,13,Itgb2,,,,,,,,,
6.88E-12,0.890217669,0.829,0.528,13,Npc2,,,,,,,,,
2.35E-09,0.888273145,0.171,0.003,13,Pilrb1,,,,,,,,,
8.41E-09,0.881893287,0.829,0.515,13,Lgals3,,,,,,,,,
3.18E-07,0.878284733,0.171,0.006,13,Lcp2,,,,,,,,,
8.03E-07,0.877569725,0.171,0.008,13,Slamf9,,,,,,,,,
3.72E-08,0.875202807,0.22,0.011,13,Epsti1,,,,,,,,,
0.000222411,0.864756808,0.317,0.115,13,Card19,,,,,,,,,
0.007330501,0.862815932,0.195,0.065,13,Ier5,,,,,,,,,
0.000510785,0.86260516,0.341,0.119,13,Klf6,,,,,,,,,
0.000294205,0.860757862,0.22,0.053,13,Naaa,,,,,,,,,
8.66E-10,0.860680401,0.878,0.736,13,H3f3b,,,,,,,,,
0.00057556,0.857516708,0.195,0.037,13,Pygl,,,,,,,,,
1.78E-13,0.857010437,0.22,0.004,13,Themis2,,,,,,,,,
2.00E-05,0.854911241,0.171,0.031,13,Plaur,,,,,,,,,
7.34E-08,0.853270384,0.951,0.731,13,Ifitm3,,,,,,,,,
1.13E-08,0.844655756,0.195,0.006,13,Ifi207,,,,,,,,,
2.06E-09,0.839031056,0.195,0.004,13,Msr1,,,,,,,,,
7.07E-05,0.835295417,0.268,0.152,13,Commd4,,,,,,,,,
0.000448274,0.833825255,0.171,0.021,13,Mgl2,,,,,,,,,
6.92E-06,0.833341774,0.463,0.265,13,Psme2,,,,,,,,,
3.54E-10,0.832108108,0.854,0.641,13,Arpc1b,,,,,,,,,
0.001463391,0.826543589,0.366,0.221,13,Zyx,,,,,,,,,
8.17E-05,0.826059349,0.268,0.068,13,Ppt2,,,,,,,,,
3.92E-05,0.825419937,0.317,0.094,13,Mcl1,,,,,,,,,
2.41E-10,0.824706792,0.22,0.005,13,Oas1a,,,,,,,,,
4.37E-05,0.822680452,0.195,0.024,13,Fam111a,,,,,,,,,
6.07E-06,0.814822679,0.317,0.144,13,Ifngr1,,,,,,,,,
1.25E-06,0.810542531,0.22,0.031,13,Limd2,,,,,,,,,
9.74E-07,0.807712958,0.171,0.009,13,Ppfia4,,,,,,,,,
7.36E-05,0.807082315,0.512,0.247,13,Ctsa,,,,,,,,,
0.000194808,0.799829278,0.171,0.018,13,Ptgs2,,,,,,,,,
0.001825337,0.798708819,0.341,0.127,13,Gngt2,,,,,,,,,
0.00034751,0.791127585,0.195,0.041,13,Parp14,,,,,,,,,
0.00129316,0.786713492,0.195,0.036,13,Gpsm3,,,,,,,,,
0.000595481,0.784362023,0.244,0.057,13,P2rx4,,,,,,,,,
1.45E-06,0.780841705,0.171,0.015,13,Pstpip1,,,,,,,,,
2.42E-08,0.7790187,0.195,0.008,13,Ptafr,,,,,,,,,
8.85E-05,0.775987592,0.39,0.148,13,Psmb10,,,,,,,,,
1.03E-06,0.771943176,0.805,0.563,13,Zfp36,,,,,,,,,
2.58E-08,0.76851301,0.22,0.014,13,Ighm,,,,,,,,,
2.89E-12,0.764617398,0.22,0.004,13,Lrrc25,,,,,,,,,
2.58E-06,0.761084518,0.659,0.38,13,Ctsh,,,,,,,,,
0.003903732,0.761016869,0.317,0.113,13,Gadd45b,,,,,,,,,
0.00610203,0.758824528,0.268,0.201,13,Hspa1b,,,,,,,,,
2.18E-05,0.758391524,0.22,0.028,13,H2-Q6,,,,,,,,,
4.43E-05,0.757143768,0.61,0.387,13,Coro1b,,,,,,,,,
0.000303095,0.751957258,0.317,0.129,13,Man2b1,,,,,,,,,
0.002507582,0.750660716,0.195,0.04,13,Adgre5,,,,,,,,,
0.000354312,0.745181935,0.244,0.065,13,Tap1,,,,,,,,,
3.95E-05,0.744815334,0.561,0.384,13,Grn,,,,,,,,,
7.80E-06,0.744558175,0.171,0.01,13,Csf2rb,,,,,,,,,
0.00282605,0.742454976,0.317,0.173,13,Vasp,,,,,,,,,
0.000222342,0.740816705,0.171,0.025,13,Dgkz,,,,,,,,,
0.009489506,0.739810937,0.317,0.138,13,Bst2,,,,,,,,,
0.00098089,0.730117386,0.463,0.292,13,Hexa,,,,,,,,,
4.38E-05,0.729271721,0.585,0.366,13,Serinc3,,,,,,,,,
0.000530566,0.723195402,0.268,0.157,13,Btg1,,,,,,,,,
0.002019275,0.722563641,0.317,0.211,13,Ccdc12,,,,,,,,,
0.00138242,0.722412655,0.171,0.067,13,Metrnl,,,,,,,,,
6.94E-08,0.721640298,0.171,0.007,13,Ncf2,,,,,,,,,
0.002203026,0.720649453,0.659,0.598,13,Hspa1a,,,,,,,,,
0.000291789,0.719402674,0.683,0.505,13,Tagln2,,,,,,,,,
0.00417839,0.715949358,0.341,0.204,13,Cdkn1a,,,,,,,,,
2.93E-05,0.713186557,0.463,0.156,13,Tgfbi,,,,,,,,,
3.41E-05,0.711229029,0.659,0.432,13,Sat1,,,,,,,,,
0.000157233,0.706976969,0.22,0.033,13,Ap1s2,,,,,,,,,
8.36E-06,0.705873216,0.22,0.027,13,Gbp3,,,,,,,,,
0.001095545,0.705329838,0.366,0.184,13,Pnrc1,,,,,,,,,
0.000315225,0.703481072,0.439,0.166,13,Rap1a,,,,,,,,,
2.30E-05,0.687934627,0.61,0.453,13,Ftl1-ps1,,,,,,,,,
3.73E-06,0.687540938,0.683,0.516,13,Clic1,,,,,,,,,
2.50E-09,0.685925866,0.976,0.793,13,Cst3,,,,,,,,,
3.01E-07,0.68214777,0.854,0.651,13,Arpc2,,,,,,,,,
0.000984256,0.675076406,0.268,0.139,13,Hn1,,,,,,,,,
0.002123098,0.675003617,0.415,0.293,13,Marcksl1,,,,,,,,,
0.001663914,0.674493409,0.244,0.089,13,Myd88,,,,,,,,,
0.00352047,0.672322224,0.317,0.118,13,BC005537,,,,,,,,,
0.000466204,0.672265105,0.195,0.028,13,Fam105a,,,,,,,,,
0.000344103,0.668892277,0.317,0.107,13,C3,,,,,,,,,
0.000335829,0.665828493,0.195,0.042,13,Fes,,,,,,,,,
9.22E-05,0.664004588,0.585,0.266,13,Atf3,,,,,,,,,
0.009580759,0.662711506,0.366,0.204,13,Rap1b,,,,,,,,,
0.000268191,0.653950845,0.171,0.041,13,Aim2,,,,,,,,,
0.00906152,0.651238893,0.268,0.125,13,Wsb1,,,,,,,,,
9.55E-10,0.650686299,0.976,0.884,13,Ftl1,,,,,,,,,
7.60E-07,0.648624106,0.805,0.625,13,Pfn1,,,,,,,,,
0.004424672,0.643364254,0.293,0.106,13,Arhgap17,,,,,,,,,
1.02E-06,0.640881349,0.171,0.008,13,Lyl1,,,,,,,,,
0.007762831,0.639395026,0.22,0.128,13,Hacd4,,,,,,,,,
0.004309015,0.639128609,0.171,0.03,13,Mndal,,,,,,,,,
4.24E-07,0.632210956,0.878,0.738,13,Cfl1,,,,,,,,,
0.003607579,0.630154104,0.171,0.06,13,Htra2,,,,,,,,,
2.36E-06,0.6298472,0.171,0.011,13,Itgam,,,,,,,,,
0.000210237,0.628534564,0.171,0.018,13,Tlr2,,,,,,,,,
0.005141069,0.627649635,0.244,0.078,13,Cmtm7,,,,,,,,,
0.000380015,0.627023583,0.171,0.022,13,Map3k8,,,,,,,,,
0.004777383,0.624992622,0.244,0.117,13,Sirt7,,,,,,,,,
0.001756377,0.623374352,0.195,0.085,13,Nubp1,,,,,,,,,
1.30E-06,0.615867938,0.927,0.836,13,Calm1,,,,,,,,,
8.14E-09,0.613535787,0.171,0.004,13,Ms4a6d,,,,,,,,,
0.004006191,0.613293738,0.463,0.26,13,Gnai2,,,,,,,,,
1.23E-09,0.607000368,0.195,0.007,13,Fgd2,,,,,,,,,
0.000340141,0.603037279,0.512,0.343,13,Arpc5,,,,,,,,,
0.002209652,0.602912284,0.415,0.211,13,Syngr2,,,,,,,,,
1.21E-12,0.602151882,0.171,0.001,13,Lair1,,,,,,,,,
0.00053798,0.598920155,0.659,0.498,13,Arpc3,,,,,,,,,
0.003531862,0.59804148,0.439,0.281,13,Asah1,,,,,,,,,
0.004566875,0.597704364,0.22,0.089,13,Tor1aip1,,,,,,,,,
0.007479662,0.593088901,0.171,0.047,13,Scaf11,,,,,,,,,
0.005326694,0.592126384,0.244,0.068,13,Ppp1r18,,,,,,,,,
0.001430419,0.576821962,0.171,0.089,13,Ntpcr,,,,,,,,,
0.008191996,0.573500564,0.195,0.045,13,Mcub,,,,,,,,,
0.0064719,0.56472028,0.22,0.143,13,Tnfaip8,,,,,,,,,
0.001916894,0.564220221,0.171,0.093,13,Tmem128,,,,,,,,,
0.00707757,0.555163484,0.463,0.254,13,Hsp90aa1,,,,,,,,,
6.36E-07,0.553550598,0.195,0.014,13,P2rx7,,,,,,,,,
0.006818723,0.546825143,0.244,0.134,13,Ptpn1,,,,,,,,,
0.001038125,0.546399852,0.341,0.281,13,Psme1,,,,,,,,,
0.00835829,0.546307331,0.195,0.046,13,Apbb1ip,,,,,,,,,
0.004684398,0.542779228,0.439,0.316,13,Erp29,,,,,,,,,
0.009025145,0.542104451,0.22,0.094,13,Nagpa,,,,,,,,,
0.007732404,0.535293636,0.195,0.133,13,Fuca2,,,,,,,,,
0.000625607,0.529874172,0.854,0.767,13,Ubc,,,,,,,,,
0.004176767,0.526097781,0.171,0.096,13,Sema4a,,,,,,,,,
0.000213572,0.512077145,0.195,0.035,13,Fgl2,,,,,,,,,
0.001527808,0.507194342,0.488,0.396,13,Sdcbp,,,,,,,,,
0.001912985,0.507058308,0.244,0.102,13,Maf,,,,,,,,,
0.000180611,0.506389928,0.585,0.486,13,Psma7,,,,,,,,,
0.001739091,0.503882883,0.171,0.108,13,Ensa,,,,,,,,,
0.006012824,0.499222405,0.171,0.071,13,Apobec3,,,,,,,,,
0.004932213,0.499120553,0.488,0.396,13,Vamp8,,,,,,,,,
0.005747367,0.46416242,0.171,0.12,13,Tgif1,,,,,,,,,
0.000969438,0.447653654,0.317,0.266,13,Vdac2,,,,,,,,,
0.000668783,0.443059392,0.61,0.519,13,Arhgdia,,,,,,,,,
0.009949653,0.440979581,0.293,0.15,13,Ppt1,,,,,,,,,
0.008859277,0.432041106,0.39,0.209,13,Cnn2,,,,,,,,,
0.004312879,0.411495218,0.537,0.482,13,H3f3a,,,,,,,,,
2.50E-69,2.898812541,1,0.212,14,Ly6c1,,Endothelial cell_Ly6c1 high,,,,,,,
2.23E-22,2.802509157,0.389,0.009,14,Cldn5,,,,,,,,,
4.00E-53,2.73214413,1,0.033,14,Egfl7,,,,,,,,,
4.97E-41,2.671944473,0.778,0.068,14,Scarb1,,,,,,,,,
1.04E-24,2.649729287,0.667,0.045,14,Plvap,,,,,,,,,
5.88E-37,2.437473111,0.889,0.068,14,Esam,,,,,,,,,
1.13E-06,2.384743035,0.167,0.106,14,Hba-a2,,,,,,,,,
6.99E-14,2.37441623,0.528,0.081,14,Aqp1,,,,,,,,,
7.40E-10,2.313418865,0.389,0.307,14,Hbb-bs,,,,,,,,,
3.12E-38,2.296914496,0.833,0.102,14,Slc9a3r2,,,,,,,,,
1.35E-40,2.152127191,0.694,0.009,14,Podxl,,,,,,,,,
4.95E-27,2.12228374,0.861,0.155,14,Tm4sf1,,,,,,,,,
1.26E-30,2.115488841,0.556,0.006,14,Rgcc,,,,,,,,,
1.37E-30,2.08111318,0.639,0.016,14,Adgrf5,,,,,,,,,
6.58E-28,2.07754665,0.639,0.025,14,Pecam1,,,,,,,,,
6.86E-26,2.048122331,0.778,0.097,14,Cd200,,,,,,,,,
1.21E-14,2.025789624,0.25,0.19,14,Fabp4,,,,,,,,,
6.13E-26,2.018826044,0.667,0.029,14,Emcn,,,,,,,,,
2.56E-20,2.00579666,0.444,0.015,14,Kdr,,,,,,,,,
8.29E-28,1.998157978,0.583,0.013,14,Cdh5,,,,,,,,,
1.25E-30,1.992774878,0.528,0.006,14,Adgrl4,,,,,,,,,
9.17E-30,1.985185204,0.667,0.021,14,Tmem88,,,,,,,,,
1.40E-29,1.955171132,0.583,0.01,14,Sox17,,,,,,,,,
1.11E-23,1.939082681,0.417,0.005,14,Gpihbp1,,,,,,,,,
1.24E-44,1.914402,0.972,0.535,14,Ly6e,,,,,,,,,
9.54E-26,1.908350659,0.639,0.024,14,Ecscr,,,,,,,,,
1.37E-25,1.870218868,0.583,0.017,14,Flt1,,,,,,,,,
3.79E-21,1.856908531,0.556,0.025,14,Gimap6,,,,,,,,,
2.48E-23,1.846904274,0.583,0.077,14,Rflnb,,,,,,,,,
4.36E-26,1.844286685,0.639,0.023,14,Mmrn2,,,,,,,,,
3.27E-22,1.838802334,0.444,0.009,14,Robo4,,,,,,,,,
7.69E-19,1.79951436,0.583,0.039,14,Ctla2a,,,,,,,,,
1.49E-13,1.772711517,0.417,0.026,14,Igfbp3,,,,,,,,,
6.87E-19,1.772374035,0.417,0.014,14,Tie1,,,,,,,,,
1.15E-17,1.762154409,0.667,0.134,14,Bst2,,,,,,,,,
1.48E-28,1.750754873,0.972,0.299,14,Cav1,,,,,,,,,
1.64E-19,1.716239495,0.806,0.149,14,Ramp2,,,,,,,,,
2.45E-17,1.696848309,0.611,0.062,14,Sdpr,,,,,,,,,
1.77E-26,1.696175503,0.444,0.002,14,Cd300lg,,,,,,,,,
3.10E-20,1.669145739,0.389,0.006,14,Ushbp1,,,,,,,,,
2.36E-17,1.664730851,0.639,0.063,14,Srgn,,,,,,,,,
1.87E-21,1.663435856,0.361,0.003,14,Rsad2,,,,,,,,,
4.62E-08,1.633720615,0.278,0.022,14,Cd36,,,,,,,,,
3.37E-16,1.592960156,0.444,0.018,14,Cd93,,,,,,,,,
8.99E-17,1.556703279,0.722,0.287,14,Tsc22d1,,,,,,,,,
1.42E-11,1.54029308,0.306,0.016,14,Ptprb,,,,,,,,,
2.94E-18,1.532897799,0.417,0.018,14,Rasip1,,,,,,,,,
1.01E-17,1.531624574,0.444,0.014,14,Icam2,,,,,,,,,
1.33E-16,1.528483163,0.417,0.015,14,Kank3,,,,,,,,,
4.11E-10,1.516130148,0.417,0.061,14,Clec2d,,,,,,,,,
1.66E-10,1.51517304,0.528,0.258,14,Clu,,,,,,,,,
4.38E-14,1.491309034,0.611,0.103,14,Eng,,,,,,,,,
1.77E-18,1.486248313,0.889,0.38,14,Pltp,,,,,,,,,
3.48E-14,1.472356082,0.361,0.011,14,S1pr1,,,,,,,,,
1.85E-15,1.469526982,0.694,0.198,14,Ece1,,,,,,,,,
3.55E-15,1.467165376,0.556,0.054,14,Pcp4l1,,,,,,,,,
1.86E-16,1.452475705,0.472,0.027,14,Adcy4,,,,,,,,,
1.33E-12,1.450783338,0.528,0.067,14,Nrp1,,,,,,,,,
4.61E-23,1.433379059,0.972,0.626,14,Hspb1,,,,,,,,,
5.85E-10,1.431716451,0.389,0.046,14,Abcg2,,,,,,,,,
7.28E-14,1.426705281,0.389,0.03,14,Ncoa7,,,,,,,,,
2.99E-14,1.426220885,0.417,0.021,14,Gimap4,,,,,,,,,
6.40E-13,1.397370335,0.528,0.068,14,Jam2,,,,,,,,,
5.02E-12,1.387581313,0.556,0.117,14,Acvrl1,,,,,,,,,
4.12E-23,1.385677786,0.889,0.523,14,H2-K1,,,,,,,,,
2.22E-23,1.384822879,0.917,0.565,14,H2-D1,,,,,,,,,
3.00E-13,1.381726649,0.444,0.056,14,Slfn5,,,,,,,,,
3.03E-10,1.380007298,0.417,0.08,14,Jam3,,,,,,,,,
1.11E-10,1.372534981,0.222,0.004,14,Rbp7,,,,,,,,,
1.00E-19,1.370518337,0.361,0.005,14,Sema7a,,,,,,,,,
2.35E-16,1.348965783,0.611,0.1,14,Tinagl1,,,,,,,,,
4.14E-09,1.320904802,0.361,0.046,14,Lims2,,,,,,,,,
2.81E-11,1.316450315,0.361,0.021,14,St3gal6,,,,,,,,,
1.16E-07,1.29741798,0.222,0.012,14,C1qtnf9,,,,,,,,,
1.15E-09,1.293438224,0.444,0.101,14,Plcg1,,,,,,,,,
9.56E-11,1.285253427,0.444,0.062,14,Epas1,,,,,,,,,
1.70E-12,1.279155206,0.639,0.238,14,Tspan13,,,,,,,,,
2.61E-17,1.273733315,0.306,0.003,14,Thrsp,,,,,,,,,
1.10E-09,1.267109801,0.583,0.146,14,Mgll,,,,,,,,,
4.06E-11,1.251668014,0.278,0.009,14,Myct1,,,,,,,,,
3.05E-17,1.250666587,0.389,0.018,14,Cracr2b,,,,,,,,,
3.11E-09,1.244963086,0.528,0.141,14,Psmb8,,,,,,,,,
9.32E-29,1.24105557,1,0.846,14,B2m,,,,,,,,,
7.10E-08,1.234058038,0.306,0.179,14,Slc3a2,,,,,,,,,
1.37E-09,1.217534426,0.472,0.174,14,Cav2,,,,,,,,,
2.98E-06,1.214466825,0.278,0.037,14,Clec14a,,,,,,,,,
5.56E-11,1.207489685,0.306,0.012,14,C130074G19Rik,,,,,,,,,
3.92E-10,1.202380736,0.333,0.027,14,Ifit3,,,,,,,,,
1.61E-08,1.195065337,0.333,0.103,14,Cxx1b,,,,,,,,,
3.67E-07,1.186653795,0.444,0.214,14,Oaz2,,,,,,,,,
2.23E-08,1.184873232,0.333,0.045,14,2810025M15Rik,,,,,,,,,
1.05E-07,1.182826951,0.639,0.218,14,Col4a2,,,,,,,,,
7.01E-10,1.179470324,0.361,0.047,14,Elk3,,,,,,,,,
2.16E-07,1.174516588,0.361,0.085,14,Phf11d,,,,,,,,,
1.12E-10,1.164603715,0.278,0.009,14,Sox18,,,,,,,,,
5.78E-08,1.164318162,0.583,0.2,14,Bcam,,,,,,,,,
2.22E-09,1.163040981,0.389,0.057,14,Snrk,,,,,,,,,
1.17E-28,1.157494971,1,0.835,14,Calm1,,,,,,,,,
1.88E-11,1.152448033,0.722,0.365,14,Serinc3,,,,,,,,,
8.03E-11,1.148892385,0.222,0.003,14,Erg,,,,,,,,,
9.35E-08,1.148200674,0.222,0.011,14,Gimap5,,,,,,,,,
2.25E-13,1.138419898,0.25,0.003,14,Tmem255b,,,,,,,,,
2.46E-06,1.137613359,0.278,0.086,14,Slc6a6,,,,,,,,,
8.55E-09,1.126223915,0.472,0.217,14,1810011O10Rik,,,,,,,,,
1.21E-11,1.123637452,0.25,0.004,14,Ifi44,,,,,,,,,
8.53E-09,1.117241241,0.5,0.279,14,Psme1,,,,,,,,,
1.30E-08,1.114433715,0.222,0.011,14,Cdc42ep1,,,,,,,,,
2.80E-05,1.113883323,0.361,0.102,14,Tcf4,,,,,,,,,
3.42E-10,1.101183591,0.306,0.016,14,Grrp1,,,,,,,,,
2.44E-09,1.094171421,0.278,0.022,14,Eogt,,,,,,,,,
3.30E-08,1.090082867,0.417,0.083,14,Adam15,,,,,,,,,
2.58E-05,1.087000108,0.222,0.044,14,Fam198b,,,,,,,,,
8.91E-07,1.086041858,0.444,0.107,14,Msn,,,,,,,,,
1.26E-06,1.08585755,0.306,0.04,14,Entpd1,,,,,,,,,
3.95E-11,1.081624538,0.25,0.007,14,Aplnr,,,,,,,,,
4.15E-06,1.07994235,0.306,0.046,14,Plk2,,,,,,,,,
1.45E-12,1.076017653,0.75,0.491,14,Crip2,,,,,,,,,
2.72E-10,1.060682511,0.222,0.071,14,Mmp15,,,,,,,,,
1.67E-05,1.060197853,0.333,0.068,14,Trim47,,,,,,,,,
5.24E-10,1.057864552,0.222,0.005,14,Efhd1,,,,,,,,,
2.33E-14,1.057295537,1,0.875,14,Igfbp7,,,,,,,,,
8.49E-06,1.052601188,0.222,0.019,14,Fam43a,,,,,,,,,
1.66E-12,1.045233232,0.25,0.003,14,Gpr4,,,,,,,,,
5.84E-07,1.036929579,0.611,0.27,14,Ier3,,,,,,,,,
2.20E-12,1.030957915,0.306,0.011,14,Gimap1,,,,,,,,,
8.75E-06,1.030304592,0.25,0.027,14,Mef2c,,,,,,,,,
1.34E-05,1.026160922,0.278,0.044,14,Sgms1,,,,,,,,,
2.54E-07,1.025547628,0.528,0.148,14,AW112010,,,,,,,,,
5.45E-06,1.025096366,0.194,0.031,14,Irf7,,,,,,,,,
1.60E-07,1.022403511,0.694,0.362,14,Tpm4,,,,,,,,,
2.06E-07,1.021966854,0.417,0.123,14,Ets2,,,,,,,,,
1.56E-09,1.01984808,0.889,0.593,14,Ly6a,,,,,,,,,
2.28E-06,1.019688623,0.306,0.061,14,Sh2b3,,,,,,,,,
2.22E-06,1.019027168,0.417,0.171,14,Marc2,,,,,,,,,
1.20E-08,1.018729052,0.306,0.024,14,Iigp1,,,,,,,,,
7.10E-07,1.015843373,0.194,0.008,14,Mfng,,,,,,,,,
5.18E-08,1.013131461,0.444,0.245,14,Ostf1,,,,,,,,,
1.00E-06,1.012571209,0.167,0.02,14,Sh2d3c,,,,,,,,,
1.84E-05,1.006717478,0.25,0.037,14,Isg15,,,,,,,,,
0.000262789,0.98887221,0.194,0.029,14,H2-Q6,,,,,,,,,
2.07E-07,0.987645936,0.75,0.336,14,Fxyd5,,,,,,,,,
2.51E-12,0.98084337,0.278,0.007,14,Rapgef3,,,,,,,,,
2.37E-06,0.979392839,0.222,0.018,14,Ace,,,,,,,,,
6.37E-07,0.975892721,0.611,0.363,14,Txnip,,,,,,,,,
0.000282904,0.972496021,0.306,0.09,14,Sgk1,,,,,,,,,
8.36E-06,0.972200686,0.194,0.025,14,Bvht,,,,,,,,,
4.37E-05,0.971733854,0.306,0.076,14,Foxp1,,,,,,,,,
5.17E-05,0.971639284,0.278,0.059,14,Itga5,,,,,,,,,
1.09E-05,0.971186793,0.556,0.189,14,Plpp1,,,,,,,,,
0.000141086,0.968145051,0.389,0.162,14,Glul,,,,,,,,,
1.50E-05,0.964969533,0.167,0.01,14,Unc45b,,,,,,,,,
4.80E-05,0.958051074,0.306,0.073,14,Cxx1a,,,,,,,,,
3.77E-15,0.957025601,0.972,0.731,14,Ifitm3,,,,,,,,,
3.13E-05,0.955246974,0.222,0.024,14,Gja4,,,,,,,,,
5.03E-10,0.952901338,0.167,0.003,14,Ablim3,,,,,,,,,
0.001043874,0.950591749,0.222,0.071,14,Tpst2,,,,,,,,,
4.30E-06,0.943730345,0.25,0.041,14,Lpar6,,,,,,,,,
5.99E-08,0.941704249,0.25,0.019,14,Caskin2,,,,,,,,,
3.56E-06,0.936355272,0.194,0.011,14,Cd38,,,,,,,,,
2.55E-05,0.935878048,0.278,0.046,14,Hdac7,,,,,,,,,
1.24E-05,0.935575055,0.333,0.061,14,Tmem204,,,,,,,,,
2.53E-05,0.932592685,0.278,0.139,14,Hsp25-ps1,,,,,,,,,
4.25E-07,0.932454697,0.167,0.004,14,Fam167b,,,,,,,,,
0.000111427,0.931800836,0.167,0.012,14,Rgs16,,,,,,,,,
8.97E-07,0.922750019,0.667,0.408,14,Actn4,,,,,,,,,
1.30E-06,0.91727107,0.75,0.377,14,Cd34,,,,,,,,,
1.84E-07,0.911770406,0.222,0.013,14,Cmpk2,,,,,,,,,
5.77E-05,0.911208135,0.25,0.045,14,Psmb9,,,,,,,,,
8.47E-06,0.908114616,0.278,0.1,14,Smco4,,,,,,,,,
6.25E-14,0.907918222,0.194,0,14,Sema3g,,,,,,,,,
1.11E-06,0.907590014,0.278,0.059,14,Pqlc1,,,,,,,,,
0.000106787,0.901091718,0.167,0.044,14,Mtmr2,,,,,,,,,
0.000273713,0.898246018,0.25,0.065,14,Pkig,,,,,,,,,
3.89E-06,0.897330331,0.25,0.024,14,BC028528,,,,,,,,,
2.21E-06,0.893164458,0.528,0.271,14,Ctnna1,,,,,,,,,
0.002808186,0.891870263,0.167,0.035,14,Rtp4,,,,,,,,,
0.000515951,0.887208205,0.306,0.122,14,Tnfaip1,,,,,,,,,
2.31E-05,0.887098772,0.167,0.039,14,Fbxo7,,,,,,,,,
2.48E-08,0.884834603,0.194,0.005,14,Arhgef15,,,,,,,,,
4.89E-05,0.883258981,0.222,0.099,14,Aida,,,,,,,,,
0.000433339,0.882795635,0.333,0.128,14,Mpzl1,,,,,,,,,
5.54E-07,0.879482738,0.806,0.447,14,Cd81,,,,,,,,,
3.61E-05,0.875634006,0.222,0.034,14,Cdh13,,,,,,,,,
1.78E-05,0.872230301,0.25,0.034,14,H2-Q4,,,,,,,,,
5.05E-07,0.868949148,0.167,0.028,14,Alox12,,,,,,,,,
3.45E-05,0.864020136,0.528,0.335,14,Mxd4,,,,,,,,,
3.91E-09,0.86370814,0.194,0.005,14,Afap1l1,,,,,,,,,
0.000451408,0.861508502,0.25,0.065,14,Uaca,,,,,,,,,
5.28E-05,0.859716317,0.167,0.065,14,Mad2l2,,,,,,,,,
